sequence,rows,all_changes,any_changes,jaccards
"172,1529,1076,161,547,1345,1654,344,20,1201,793,86,323,636,39,377,598,1910,1143,207,1821,832,34,1285,681,420,2142,734,674,534,631,1028,1116,61,17,89,117,190,215,1042,1500,453,564,1590,652,761,5,316,2057,350",1,38.516,74.305,37.329
"1725,2571,2480,1284,1941,586,3044,216,209,1004,1508,1383,425,643,20,742,607,559,1466,709,110,6,987,724,720,89,418,1523,412,429,548,154,770,415,804,222,284,919,413,1576,393,1347,942,2032,421,1241,1619,52,106,1962",1,93.387,93.387,3.595
"1729,264,1247,189,1209,2557,585,791,1977,716,652,203,1180,279,483,975,1985,967,1260,1895,1142,2260,1426,1926,2896,1218,761,1900,1978,1811,1815,2362,1268,1143,932,1946,1983,2354,2379,2380,1809,1813,1733,2353,2948,1145,1990,2950,1734,1735",1,22.375,64.588,51.97
"1731,1518,154,2084,2047,561,1127,1848,100,1538,2036,237,178,724,3047,532,3238,832,51,416,44,1106,2107,2241,356,316,135,3487,1683,983,346,2016,2626,299,1309,2131,8,253,611,798,200,1620,2106,3064,1060,3250,1062,500,20,1445",1,30.31,78.084,37.009
"1731,23,1856,353,789,909,516,5,791,70,1559,920,220,436,941,1136,878,95,801,426,1388,924,135,446,892,219,273,93,281,49,98,384,506,40,1591,142,358,104,63,195,507,79,41,359,152,440,227,1527,327,150",1,16.14,16.14,72.414
"1745,1296,2354,800,1472,2421,215,2102,1390,1150,715,1287,991,1563,2425,3215,1663,1286,1291,3230,2627,273,1487,977,498,44,971,1984,111,156,980,434,114,1108,93,1471,1669,496,59,75,149,1174,147,1283,137,435,771,670,2416,830",1,6.667,71.552,55.091
"176,316,185,347,833,199,528,336,169,172,615,165,16,742,597,1302,291,1345,1211,204,324,46,20,793,90,816,413,731,34,516,190,535,180,401,1501,789,201,875,1310,636,333,451,353,346,1417,826,658,567,801,773",1,18.057,18.057,63.397
"176,581,1004,312,742,779,3041,1115,677,793,1645,693,387,696,1394,2430,400,1019,219,1667,1407,735,773,1082,736,181,324,39,124,877,574,1055,75,1835,1342,1182,336,1427,1416,353,114,1402,794,2277,1084,669,1068,86,306,531",1,26.1,87.746,37.176
"1765,649,598,135,1279,51,276,566,1455,1530,382,601,2456,171,634,41,1453,89,316,1349,85,798,393,6,56,1299,2004,757,1507,1518,23,506,830,177,548,1519,1567,184,609,626,646,1502,1664,1062,1261,383,410,20,5,324",1,6.991,82.78,39.323
"1834,827,1243,1076,1715,3178,2620,181,1773,1416,2828,2188,1085,889,1373,1412,1725,1835,1851,1967,1594,2204,1327,1064,2511,2843,936,913,1092,1859,1045,3041,1852,2202,2658,1698,2279,2055,2542,1397,2185,1826,2790,3042,821,2350,69,542,520,1847",1,12.443,41.053,68.257
"184,1271,1309,85,16,1043,1311,257,506,42,790,105,2328,1159,560,2135,1457,3250,334,1,548,2246,2136,185,638,1739,4,267,3059,373,37,430,2401,1538,178,3364,28,946,329,767,1518,393,14,832,2583,375,406,285,518,445",1,32.146,32.146,43.538
"184,208,172,222,14,1211,1051,16,1002,626,190,934,149,117,548,742,397,609,793,607,372,901,712,386,400,1305,90,604,427,178,636,677,425,336,640,1567,535,351,775,401,199,538,730,275,1434,357,643,522,687,691",1,6.64,81.08,45.415
"1844,387,582,333,2378,430,161,118,1346,138,1784,2777,2892,305,1355,572,483,828,59,552,1900,905,1748,791,147,739,606,901,658,473,628,1156,2914,691,2744,2094,164,732,1339,1059,1344,134,622,451,81,668,788,881,26,1387",1,23.482,57.895,55.843
"1872,1025,558,172,397,76,231,815,438,1312,1165,691,1682,640,1195,2772,488,1313,1631,553,577,584,1443,797,1681,1334,401,675,1687,482,1385,1750,1686,472,130,730,1756,383,21,506,891,177,90,165,572,503,475,1738,901,1071",1,27.746,96.68,24.809
"1895,1818,604,1135,1156,791,636,761,2837,1501,2645,1811,911,2379,2366,2378,1163,1912,1154,2393,1281,1216,2023,2024,1420,1270,686,3021,2652,168,245,39,24,68,281,93,2519,291,917,609,391,244,683,266,1732,578,1888,3192,207,1532",1,46.829,98.893,12.125
"1932,890,502,944,932,274,95,938,1151,1125,882,861,312,871,899,333,1692,306,1163,2140,351,244,39,930,105,278,179,516,870,185,1936,517,791,933,318,920,1031,355,364,941,2238,533,520,388,801,360,994,1158,264,51",1,84.561,97.49,7.121
"196,372,284,91,923,836,337,1048,189,516,80,313,161,1360,875,896,118,164,1421,902,1393,922,763,59,336,509,126,1209,1143,537,496,1388,1832,754,1666,926,2136,1329,1208,2621,801,355,262,658,2159,203,884,1869,99,1842",1,45.209,45.209,41.753
"1975,92,1278,2216,1023,1069,1070,1475,2117,542,1483,665,1281,1020,1113,1203,1440,147,1372,131,1700,158,297,1272,119,70,1666,1871,1275,850,2293,2099,405,223,1382,2318,1482,1830,1086,67,2017,1841,1351,2294,1397,9,35,391,219,1028",1,21.323,82.375,41.744
"1977,2387,2237,2896,1985,2159,2403,761,556,839,3108,1152,2647,791,132,2648,716,99,1912,1268,915,2973,1978,1723,1426,2809,2380,2672,975,1142,2383,2353,911,1115,1145,1983,2014,3008,1744,1176,2950,1161,878,1297,1148,2021,2392,2389,2658,2398",1,39.082,81.916,35.087
"198,93,45,128,719,536,85,840,187,6,51,291,172,14,771,185,117,135,274,184,366,257,24,129,10,110,105,1099,49,663,717,1467,1587,530,421,1406,245,86,144,471,501,281,768,809,61,718,742,570,1029,2271",1,17.112,73.684,48.815
"20,646,21,346,891,177,1311,624,1309,1595,176,572,358,425,5,516,615,712,184,1257,172,165,380,2300,2183,1632,829,630,1284,560,129,1466,52,1462,133,1273,265,1535,211,1673,1235,289,121,79,241,884,1869,1191,80,2120",1,28.799,28.799,33.126
"2001,215,1229,1311,20,1493,2070,386,800,643,42,169,1042,866,664,588,1833,278,392,1065,1634,65,219,1113,27,2333,1006,1050,667,848,728,425,731,208,677,689,201,1320,1039,1186,1472,400,1309,696,636,148,1265,645,1157,755",1,49.069,81.565,28.489
"201,387,623,679,841,716,420,559,865,736,1231,2171,1102,1594,353,789,1014,5,59,573,688,658,49,512,700,691,15,1675,215,1329,391,1888,542,69,238,1158,4,518,955,1106,1488,2057,1855,1713,534,533,1936,2242,1525,838",1,60.621,94.251,15.252
"2057,1158,2065,259,1201,2131,62,69,3208,107,899,139,2139,31,888,2079,446,1174,828,542,1888,1586,484,525,2660,2931,1451,1691,787,383,1062,487,500,1459,1009,1486,834,1151,1527,1611,2319,1006,183,758,283,2848,199,2000,2991,1100",1,71.795,79.73,22.036
"207,1071,1789,289,1486,958,373,499,2054,2479,61,1380,2052,2321,139,1177,522,777,1443,127,1586,1658,265,1527,1958,181,492,1914,2671,306,285,455,2803,267,516,319,2487,789,1668,379,358,128,1150,347,1688,1107,332,1343,3411,2584",1,10.04,67.989,55.538
"207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,295",1,17.517,93.306,31.08
"207,89,56,382,14,771,85,23,1211,200,1311,634,1062,178,165,852,176,804,632,1195,712,649,1201,1632,1298,572,1309,177,20,184,45,435,44,670,720,214,1836,125,6,187,616,1108,211,98,58,140,715,65,756,3030",1,27.8,73.792,31.445
"2070,3023,2863,436,116,82,1652,554,282,107,50,1574,1550,418,416,2156,54,1529,705,1848,338,1034,124,1892,2126,83,143,720,110,89,767,135,171,724,1466,3,415,1646,117,412,154,1195,2890,548,1493,1636,383,438,425,397",1,1.835,23.374,74.63
"2094,3375,672,901,609,1272,1006,1242,76,679,441,738,833,580,1237,1043,127,482,192,50,800,312,1061,623,420,1328,201,1661,844,1040,2073,1259,2287,1501,2145,1352,1005,112,850,841,148,473,775,571,1313,718,164,792,1424,1182",1,48.772,48.772,45.627
"2099,754,131,556,1076,1157,565,1837,134,2781,1103,1199,2944,1656,1185,1086,1064,1085,1054,1030,879,663,97,612,1698,1006,1242,539,377,995,323,744,1002,27,677,759,161,725,559,968,865,1249,859,969,755,631,1251,1191,2168,1096",1,36.923,67.395,32.06
"210,79,712,749,215,1042,152,214,265,1476,1229,196,644,663,23,744,755,703,63,218,114,278,190,539,947,78,776,1015,677,61,587,529,664,725,784,620,377,1005,1006,592,433,606,759,1019,859,120,997,991,763,738",1,5.992,86.586,45.007
"2100,3285,1199,1717,1209,2635,317,2176,878,146,657,2159,161,67,1079,1191,128,1301,1614,631,745,1104,1554,1231,2503,917,2556,832,1225,1598,2065,92,1965,2868,2445,176,1599,2344,1650,958,1839,331,1290,199,731,53,24,553,766,2125",1,15.87,15.87,64.169
"213,1296,947,869,1127,595,1119,1537,264,1005,1006,326,652,1459,1209,1180,1501,295,189,870,203,791,636,1509,279,1729,1426,483,604,1120,2837,1156,1932,1115,2354,556,1900,322,666,737,682,102,717,7,1565,103,651,1638,62,1836",1,19.568,19.568,61.874
"2135,297,532,821,1874,536,1521,104,98,902,873,290,806,1955,306,32,2592,886,2350,2447,520,69,534,545,218,715,1987,2572,791,327,238,1264,445,343,950,406,83,4,2585,1488,832,2052,1486,893,1651,518,2007,1106,2401,877",1,19.325,94.278,24.855
"2140,1134,565,1199,1076,930,2021,771,1798,214,1863,206,187,1045,1012,137,317,897,714,515,732,894,1989,712,386,128,149,219,196,129,211,1261,265,429,568,844,888,1273,91,118,147,127,896,990,926,1921,1397,382,4,350",1,7.692,36.086,72.91
"215,140,265,1155,65,741,187,644,320,278,91,61,587,114,712,1238,387,1001,146,151,1232,2233,196,1241,961,247,529,1227,744,663,97,219,612,1015,999,98,1242,749,289,1711,365,1271,995,23,469,1002,63,647,600,604",1,14.224,91.741,29.2
"2150,60,124,1575,549,13,144,169,53,571,1050,107,514,143,705,2081,2426,75,521,1164,35,1869,15,720,45,128,65,152,211,151,196,79,91,647,712,588,146,28,734,1273,201,219,187,206,844,648,676,181,1082,1083",1,3.995,79.082,48.847
"218,612,999,744,27,98,295,1242,377,991,963,965,1009,2520,539,133,63,995,114,647,1002,1001,190,749,215,161,61,644,897,1015,677,848,1005,1006,703,1017,975,759,1019,990,587,616,529,1475,768,592,433,1004,252,323",1,10.985,52.874,42.905
"2188,2435,677,559,578,735,736,1219,1601,1602,278,702,219,1305,1304,201,972,769,1270,2419,1603,796,291,362,434,63,81,439,1421,372,485,549,346,577,2538,2831,2145,557,1031,1376,475,926,1862,1685,1403,1089,597,427,176,1616",1,21.97,21.97,42.16
"219,1113,1314,716,201,1926,1211,1157,420,1213,2293,2029,426,994,407,1367,268,1301,588,897,190,606,360,1716,776,1191,79,75,196,121,131,1203,164,1614,4,69,532,281,752,518,861,1713,698,388,2286,1847,763,1210,1185,520",1,19.946,78.057,36.865
"220,932,801,881,39,673,892,1106,445,749,15,500,510,1713,729,114,464,407,417,2,1334,1336,51,520,237,854,920,549,2280,285,4,1694,100,832,434,2092,1673,1999,518,196,174,2816,2806,60,118,203,1268,1316,147,1651",1,15.493,78.111,40.141
"2209,1087,18,1468,548,799,14,117,370,413,274,2004,740,397,393,691,793,207,1257,169,382,383,757,1396,1057,1368,1109,359,250,568,375,705,60,151,28,40,1328,1063,542,453,532,989,306,1313,407,534,2131,499,217,91",1,75.061,96.734,9.081
"221,1242,1006,1004,190,995,323,27,768,755,161,1210,1104,1468,237,1348,449,260,877,1540,1558,475,68,306,2047,481,467,532,238,610,322,421,1201,1188,1116,148,1093,832,435,826,471,800,1667,337,20,1001,317,32,69,318",1,10.607,39.298,69.043
"222,107,229,3327,835,663,715,23,612,195,611,200,421,1636,175,412,727,135,154,720,117,697,2042,2228,1762,3,650,723,422,34,597,609,1545,1576,924,15,2142,12,756,427,560,247,98,1466,133,1284,1159,1241,1583,1640",1,24.372,55.007,53.519
"222,265,701,558,829,230,247,744,663,125,133,715,995,23,665,98,703,734,365,218,1009,212,720,128,187,588,205,219,114,795,1254,906,1663,589,1047,1028,35,468,31,5,672,1021,1035,769,426,28,1687,1635,1983,264",1,57.247,87.018,21.422
"2239,1314,422,2699,159,1898,1039,1500,587,114,725,1394,1941,1174,728,1302,426,424,199,1265,169,768,336,1114,196,1573,462,1745,490,2073,1094,580,1694,1432,457,1517,387,1460,568,865,2711,1019,713,668,901,779,676,557,201,837",1,7.126,7.126,83.4
"2265,39,96,460,1233,323,890,877,1119,918,329,2557,466,524,255,1904,1665,3446,874,1214,2422,898,899,86,2556,3075,1993,1690,1666,502,504,1156,937,2136,2260,3140,1350,1422,3263,1671,2169,1965,2125,1967,1860,2098,932,878,1086,1856",1,24.184,85.56,33.13
"23,1062,178,16,649,1298,1238,260,435,247,670,337,245,52,946,1232,2233,1108,1538,317,325,168,129,421,662,1,106,322,3301,717,2012,24,798,487,6,175,117,1312,83,272,724,265,65,2568,548,558,471,1527,1793,1774",1,7.584,55.331,58.249
"23,598,487,739,110,185,2221,653,1069,200,795,1349,1072,1060,980,2109,1700,615,1536,846,1472,454,100,3012,392,934,958,696,1572,466,1470,1694,403,1347,1699,2224,1645,1213,898,1398,976,1635,1335,1169,1594,657,1965,2558,411,2552",1,30.877,88.691,31.432
"231,2223,379,172,829,484,1088,333,3412,2903,1436,461,305,300,121,232,397,819,640,2892,1749,353,466,467,1385,747,1803,2145,825,499,1303,419,2640,514,1381,2079,938,1166,2786,933,223,1084,959,265,439,37,227,344,1060,332",1,59.217,94.548,16.397
"2318,3261,1706,2624,1573,299,542,517,350,238,2286,1000,832,407,4,2242,2241,481,2890,179,708,902,2584,1255,523,294,1855,1524,2920,2036,1640,110,618,1754,1353,2476,1129,683,623,1692,1328,718,1036,2894,3033,2185,1638,388,2217,212",1,9.258,75.762,53.264
"232,780,4,920,502,455,274,1151,360,1136,333,351,135,244,39,51,306,1098,916,219,446,892,369,867,1003,95,133,327,94,49,2238,268,1713,318,1195,955,179,199,375,444,1330,696,1043,215,172,1107,584,593,740,691",1,59.622,80.486,23.271
"2324,2369,802,811,49,4,500,2092,545,406,268,886,341,1855,523,69,1713,2059,1856,105,353,789,874,791,877,933,5,937,232,70,328,920,455,890,502,878,936,1169,938,932,288,1163,501,924,264,898,899,51,306,808",1,69.42,86.127,19.636
"2325,34,1167,391,22,469,5,244,2932,6,14,23,798,548,16,184,1349,1309,193,1211,1299,592,759,20,27,721,643,515,809,742,1342,2032,2042,547,1540,111,116,1848,1229,1468,1677,862,2504,3117,245,52,68,247,498,348",1,23.293,46.262,59.434
"244,3253,129,960,245,52,168,48,106,24,322,110,1024,382,1489,44,548,135,1107,1529,6,65,117,383,370,45,210,218,744,98,734,63,27,796,2513,1674,310,30,2751,247,128,177,395,195,1030,35,893,238,542,532",1,12.605,50.688,60.753
"245,168,41,260,44,791,39,1923,606,63,776,502,584,2294,1666,568,203,192,1042,920,167,149,1203,156,121,397,190,239,172,318,904,69,114,105,888,494,323,49,134,691,158,663,1012,938,74,455,183,562,688,1593",1,36.383,96.842,18.996
"245,68,227,317,58,137,1019,344,922,2566,475,442,910,648,1693,59,542,904,893,1847,2062,698,257,445,1349,1201,2109,2634,455,2221,2856,200,2224,1855,520,1255,388,1888,900,854,294,1158,318,306,199,264,870,1169,25,1958",1,47.881,47.881,42.665
"2467,1958,1528,294,2057,710,2494,163,2710,780,2553,2741,800,420,2366,1235,2720,972,1297,1650,1739,593,37,284,2552,21,1182,2512,51,174,3207,112,406,2426,766,346,1064,667,870,481,1041,1218,602,811,110,868,925,1401,480,1496",1,18.111,18.111,56.846
"247,112,10,137,610,618,337,41,589,51,742,1507,72,612,200,49,157,45,71,643,515,759,27,1238,1159,1536,744,406,185,39,455,133,377,1731,175,598,1533,1619,1653,116,322,663,1300,202,415,630,662,2034,1458,864",1,23.86,23.86,49.764
"247,1447,986,1232,1457,744,946,2348,2122,1010,2929,432,210,1159,214,1132,1459,991,1536,595,1131,1537,2387,2656,1296,869,1150,912,274,604,1006,1577,2237,2378,981,2379,791,1978,910,203,3026,2837,1955,1895,1985,3108,1176,2950,1900,915",1,19.757,58.381,54.92
"2482,3191,2387,1066,896,1292,1955,714,420,1213,922,1774,1688,874,668,901,2333,652,189,679,1387,1133,1784,829,1925,1339,858,826,398,856,2605,1739,585,223,2328,1136,1205,1940,1088,1022,1337,2884,59,790,1366,3270,115,997,1145,2785",1,29.69,68.88,46.641
"2484,102,237,1492,200,129,1765,649,97,207,1731,771,247,277,1107,27,666,359,1484,1530,418,276,2039,184,1629,382,2025,610,2977,45,128,2123,1116,2951,2231,1093,41,10,1061,2,31,324,332,750,2183,5,210,601,1536,2969",1,89.015,89.015,9.501
"25,313,1098,1649,892,791,501,285,2426,426,2401,278,1332,4,272,1068,1264,810,407,2065,828,873,350,1917,870,1586,2066,2321,500,520,1614,533,133,2215,1888,993,2984,1880,832,296,1524,2235,534,1756,1106,518,886,546,1644,1000",1,13.495,66.937,51.174
"2511,451,1767,1361,1859,622,1824,1318,1054,635,1267,1383,1602,2419,1608,2002,1835,1405,1092,914,575,1828,1364,3015,1852,909,652,70,5,791,937,316,920,502,436,339,932,878,936,940,95,426,360,1388,924,312,1098,219,930,446",1,48.259,92.955,22.169
"253,61,1201,898,70,128,203,1830,98,720,45,6,715,210,218,1110,7,991,278,133,215,146,216,217,1042,187,79,644,241,256,588,95,387,190,63,729,1114,91,892,1146,156,1019,196,529,145,714,189,679,1004,121",1,19.946,75.951,34.29
"2544,2511,1441,2649,2797,2252,3093,1364,529,857,1249,1152,576,955,133,350,433,2170,118,2250,1704,66,375,1132,1459,1150,432,1159,1116,1117,1122,1127,965,1536,1129,595,1131,1119,264,1006,1296,302,1711,869,912,279,870,1977,791,1426",1,13.225,13.225,62.656
"2554,3303,1119,329,2120,1240,1535,997,912,1869,883,1397,1116,1127,1129,214,375,432,2369,1123,1536,595,1131,213,1509,264,1117,1531,1118,1122,2371,2840,2468,1112,269,1542,636,1144,1568,585,1152,1723,2021,9,589,613,38,18,1047,219",1,5.29,40.081,69.005
"2609,658,688,1067,811,2680,1223,773,1335,812,1441,3146,1831,813,2263,2849,1138,1383,1605,1773,635,2850,1204,181,700,1771,3062,1601,944,2889,2872,2885,2339,1852,1862,1867,1220,1834,1416,1859,2137,2879,2419,1126,2883,928,1206,1602,1603,1604",1,44.184,44.184,47.304
"2642,3007,2714,2948,2347,1737,962,2852,670,3375,245,105,762,727,2096,8,129,421,339,1279,52,1731,260,995,24,744,717,48,68,195,634,30,277,683,247,2628,1465,487,566,337,1254,1196,97,946,1980,597,1863,697,415,723",1,29.15,55.061,46.488
"265,729,1155,1285,1110,7,187,3145,111,58,63,1229,1042,79,1070,152,647,1475,712,721,206,156,741,1019,529,1639,1178,441,1001,1035,1221,219,468,769,339,560,978,247,1015,744,843,755,588,1085,648,576,1081,498,200,976",1,22.321,79.433,39.292
"272,2573,471,568,1312,397,28,499,691,264,167,482,2072,1449,175,1081,1652,727,210,45,150,2600,163,1024,1683,951,1116,195,548,694,840,2475,27,1127,98,1914,663,1536,213,833,140,218,463,683,282,62,1547,53,294,2491",1,16.518,57.058,59.503
"2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,165",1,38.165,38.165,51.7
"274,525,426,801,351,244,898,767,864,563,421,662,245,719,560,2232,566,64,168,10,207,717,48,237,129,339,744,1,1964,598,247,200,1466,45,105,260,1159,561,175,1495,154,1731,52,137,112,257,734,2479,547,157",1,27.314,91.768,31.943
"2785,1193,850,74,328,910,92,108,1089,937,1086,1382,1671,67,99,73,2655,1103,1841,1185,1210,1251,2649,2574,1343,1067,1890,1656,542,2723,264,2751,95,892,2332,59,75,442,94,158,459,376,494,2077,1675,648,1076,66,86,350",1,32.173,87.018,29.971
"281,421,649,1466,1636,709,1512,175,727,2050,1452,6,1062,1099,1493,609,1762,83,1261,3,646,1652,934,65,829,412,548,208,1545,425,1529,1257,222,471,1195,465,1196,2306,1510,1455,1513,2314,46,77,1453,1279,697,85,586,366",1,16.464,51.147,53.01
"2827,39,1076,795,2036,1418,756,2013,123,1337,168,79,386,1773,1540,672,10,1636,697,2042,618,1543,727,683,9,613,1762,3,650,12,1624,415,2228,610,798,47,15,34,1632,1576,723,604,38,46,793,216,68,1517,281,165",1,41.053,78.111,31.924
"283,377,165,1107,80,461,1916,1669,500,257,61,39,185,382,76,316,117,5,135,34,770,291,146,177,538,1424,1630,804,130,372,568,1658,190,1432,1182,557,401,90,815,746,1200,658,1749,1175,901,794,1857,513,628,1412",1,18.893,18.893,66.906
"2856,934,2886,466,2921,426,2634,657,1958,913,1159,601,1127,1130,965,1129,2361,1005,1132,947,210,2369,1122,2468,604,1536,1588,274,1501,326,1150,1116,991,2840,1112,2977,1537,295,1006,948,1117,1124,2837,912,585,1977,1088,483,1711,1152",1,22.429,22.429,52.814
"286,259,93,49,356,2162,19,382,2914,418,384,454,1435,1097,436,359,2826,2483,521,2756,471,1107,1893,266,1196,1498,771,200,1923,8,1652,1530,23,506,135,1299,830,2050,51,14,85,677,278,125,215,715,65,218,991,644",1,12.497,87.341,33.354
"2886,876,1455,1640,1492,2072,3299,201,219,1618,1134,587,835,642,1152,1352,176,699,772,2080,771,601,634,427,566,1384,1642,1191,245,612,1196,421,175,200,695,97,618,83,10,316,554,2110,217,729,946,362,1150,1462,140,965",1,88.097,88.097,10.461
"2892,757,393,1034,2270,2613,2418,351,366,1630,1248,383,1309,1106,410,1311,532,2490,1012,222,117,1345,2092,372,184,1496,516,142,1648,317,362,1277,248,553,358,733,1265,378,1404,16,343,380,866,1356,1211,816,1514,1651,2342,1500",1,4.318,76.086,57.205
"29,2126,354,1332,2229,359,1529,454,285,27,1254,1466,1451,1284,1159,560,1504,2110,1132,1556,1263,1273,152,1040,530,2265,210,429,229,337,205,1459,1150,715,218,460,800,1918,1116,214,3,1452,2689,89,2067,1512,767,117,727,135",1,16.302,68.232,46.181
"291,199,169,117,927,613,539,273,639,1401,538,18,383,79,114,1063,38,742,391,196,281,1119,386,327,91,1279,207,16,528,1062,344,1583,1259,895,1408,59,306,138,252,1369,475,293,1561,1212,74,911,2675,573,1466,185",1,61.35,61.35,19.185
"2965,1559,1560,1259,3044,460,1235,2140,524,2073,884,1832,2746,2493,1173,2145,305,1969,963,3,117,727,1762,415,265,370,614,239,420,797,320,1340,2075,1390,1922,961,1212,1535,293,1584,650,1632,12,1532,2228,2221,618,15,2328,403",1,32.659,32.659,36.993
"3,1791,983,412,701,370,284,1708,815,1100,420,1107,425,1195,1025,959,427,568,397,1626,730,496,401,804,229,691,1312,69,6,318,247,260,1578,613,843,623,643,515,656,20,742,27,574,768,718,559,188,679,755,1067",1,33.117,82.726,36.832
"3012,2333,777,405,858,1678,841,1666,1272,1333,1337,1704,760,99,1860,197,1842,312,631,1193,1276,92,73,1073,2099,2551,1837,2318,1716,1076,2018,66,1210,1251,1064,1382,837,1089,198,576,181,2785,1386,565,1268,1659,1243,1103,1830,207",1,74.899,74.899,8.859
