i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
58,targeted,None,"104,219,545,89,254,338,505,199,404,636,241,798,493,368,274,726,257,192,37,115,23,312,278,232,25,201,572,103,348,218,33,658,151,358,119,1282,720,492,262,270,253,600,276,630,190,817,7,146,507,343","104,219,545,89,254,338,505,199,404,636,241,798,493,368,274,726,257,192,37,115,23,312,278,232,25,201,572,103,348,218,33,658,151,358,119,1282,720,492,262,201,253,600,276,630,190,817,7,146,507,343",None,1,None,None,215.622,0.0,83.209,None,2.747,"{0, 14, 15}","{3, 15}",{0},1.0,0.0,"{0, 14, 15},{16, 3, 13},{3, 15},{7},{0, 14, 15}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7}","{0},{0},{0},{0},{0}",0.556,0.213,"{0, 14, 15},{16, 3, 13},{3, 15},{7},{0, 14, 15},{0, 1},{0, 15},{7},{1, 17, 7},{0, 5, 7}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7},{0, 1},{0, 14, 15},{0, 1, 14},{0, 1, 7, 13, 14, 16},{0, 5, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.585,0.581,"{0, 14, 15},{16, 3, 13},{3, 15},{7},{0, 14, 15},{0, 1},{0, 15},{7},{1, 17, 7},{0, 5, 7},{0, 1, 7, 13, 14, 16},{0, 1, 13, 14, 16},{7},{0, 1, 14},{0, 1, 14},{15, 7},{3},{3, 5},{0, 1},{7}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7},{0, 1},{0, 14, 15},{0, 1, 14},{0, 1, 7, 13, 14, 16},{0, 5, 7},{7},{0, 1, 13, 14, 16},{0, 15},{0, 15, 7},{1, 17, 7},{7},{3},{0, 1, 14},{7},{3, 5}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.647,0.588,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
59,targeted,None,"240,775,26,142,873,862,453,907,487,87,25,769,696,515,414,511,132,1078,104,182,553,404,556,532,614,337,137,210,1019","240,775,26,142,873,862,453,907,487,87,25,769,696,515,414,511,132,1078,104,182,553,404,556,532,614,337,137,210,1017",None,1,None,None,192.6,0.0,81.677,None,2.542,"{0, 1}","{1, 3}",{0},1.0,0.0,"{0, 1},{8, 3, 14, 7},{0, 14, 15},{11, 2, 3},{16, 3, 13}","{1, 3},{0, 15},{0, 1, 12},{8, 3, 13, 14},{11, 2, 3}","{0},{0},{0},{0},{0}",0.413,0.361,"{0, 1},{8, 3, 14, 7},{0, 14, 15},{11, 2, 3},{16, 3, 13},{11, 1, 3, 7},{11, 2, 3},{5, 7},{0, 14, 15},{3, 14}","{1, 3},{0, 15},{0, 1, 12},{8, 3, 13, 14},{11, 2, 3},{3, 13},{0},{3},{0, 1, 15},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.338,0.392,"{0, 1},{8, 3, 14, 7},{0, 14, 15},{11, 2, 3},{16, 3, 13},{11, 1, 3, 7},{11, 2, 3},{5, 7},{0, 14, 15},{3, 14},{0, 13, 15},{0, 16, 7},{0, 15, 7},{7},{0, 15},{0, 15},{0, 1},{3},{15, 7},{5, 15}","{1, 3},{0, 15},{0, 1, 12},{8, 3, 13, 14},{11, 2, 3},{3, 13},{0},{3},{0, 1, 15},{3},{3},{3},{0, 1, 5},{0, 1, 8},{0, 1, 14, 15},{0, 16, 14},{3},{2, 3},{3},{15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.453,0.479,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
60,targeted,None,"289,112,261,37,352,519,362,95,39,32,497,102,374,243,400,432,409,572,342,478,210,217,45,740,807,291,877,76,325,339,887,315,528,1224,143,1087,859,886,679,43,212,151,61,1027,64,624,820,674,158,30","289,112,261,37,352,519,362,95,39,32,497,102,374,243,400,432,409,572,342,478,210,217,45,740,807,291,877,76,325,339,887,315,528,1224,143,1087,859,886,679,43,212,151,61,1027,64,624,820,674,1583,30",None,1,None,None,215.632,0.0,84.351,None,3.827,"{0, 13, 5}",{10},{0},1.0,0.0,"{0, 13, 5},{7},{3},{13, 5, 7},{16, 15, 7}","{10},{10, 7},{10},{0, 3, 5, 10, 15},{15}","{0},{0},{0},{0},{0}",0.456,0.406,"{0, 13, 5},{7},{3},{13, 5, 7},{16, 15, 7},{16, 7},{7},{1, 14},{12, 15},{3, 7}","{10},{10, 7},{10},{0, 3, 5, 10, 15},{15},{0, 15},{15, 5, 7},{10},{0, 10},{5, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.318,0.407,"{0, 13, 5},{7},{3},{13, 5, 7},{16, 15, 7},{16, 7},{7},{1, 14},{12, 15},{3, 7},{3},{7},{0, 5, 15},{7},{9, 12, 15},{14},{15, 7},{11, 3, 7},{14, 7},{7}","{10},{10, 7},{10},{0, 3, 5, 10, 15},{15},{0, 15},{15, 5, 7},{10},{0, 10},{5, 7},{15, 7},{10},{10, 3},{0, 1, 14, 15},{14, 7},{7},{6},{0, 1, 3, 10, 14},{0, 1, 10, 3},{5}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.272,0.464,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
61,targeted,None,"159,374,115,619,457,209,1488,348,148,220,137,48,318,98,453,7,544,147,376,15,590,55,370,830,26,831,1012,279,471,913,939,1229,699,198,927,532,875,297,1102,622,34,719,78,9,45,248,410,292,143,62","159,374,115,619,457,209,1488,348,148,220,137,48,318,98,453,7,544,147,376,15,590,55,370,830,26,831,1012,279,1471,913,939,1229,699,198,927,532,875,297,1102,622,34,719,78,9,45,248,410,292,143,62",None,1,None,None,212.878,0.0,74.5,None,3.266,"{0, 16, 3}",{3},{0},1.0,0.0,"{0, 16, 3},{3},{10},{3},{0, 1, 3, 5}","{3},{3},{3},{3},{3, 7}","{0},{0},{0},{0},{0}",0.744,0.0,"{0, 16, 3},{3},{10},{3},{0, 1, 3, 5},{3},{14},{0, 1, 14},{0, 1, 3, 5},{0, 12, 7}","{3},{3},{3},{3},{3, 7},{3},{3},{3},{0, 3},{8, 3, 5}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.771,0.104,"{0, 16, 3},{3},{10},{3},{0, 1, 3, 5},{3},{14},{0, 1, 14},{0, 1, 3, 5},{0, 12, 7},{3},{3},{0, 10, 14, 15},{7},{0, 1, 13, 7},{10, 3},{3, 13},{12, 15},{10, 14},{3}","{3},{3},{3},{3},{3, 7},{3},{3},{3},{0, 3},{8, 3, 5},{3},{3},{3},{3},{0, 16, 3},{0, 17, 3},{3},{3, 13, 15},{16, 3, 7},{0, 1, 14}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.65,0.259,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
62,targeted,None,"418,477,706,364,212,436,148,590,1238,80,297,664,832,1096,376,329,528,339,4,16,220,875,887,144,835,886,147,605,608,1020,544,834,1055,1093,577,954,1114,774,979,38,78,1330,104,770,629,254,459,77,475,183","418,477,706,364,212,436,148,590,1238,80,297,664,832,1096,376,329,528,339,4,16,220,875,887,144,835,886,147,605,608,1020,564,834,1055,1093,577,954,1114,774,979,38,78,1330,104,770,629,254,459,77,475,183",None,1,None,None,215.665,0.0,96.527,None,2.207,"{0, 1, 14}","{0, 1, 14}",{0},1.0,1.0,"{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14}","{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14}","{0},{0},{0},{0},{0}",1.0,1.0,"{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 15},{0, 1, 14},{0, 1, 14},{14, 15}","{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 15},{0, 1, 14},{0, 1, 13, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.956,1.0,"{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 15},{0, 1, 14},{0, 1, 14},{14, 15},{0, 1, 13, 7},{0, 1, 14},{0, 15},{0, 1},{0},{0, 13, 15},{0, 1, 14, 15},{0},{0, 1, 3, 13},{0, 15}","{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 15},{0, 1, 14},{0, 1, 13, 7},{14, 15},{0, 1, 14},{0, 13, 15},{0},{0, 1},{0, 1, 7, 13, 14, 16},{0, 1, 14, 15},{0, 1, 3, 13},{0, 1, 14},{0, 1, 13, 14, 16}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.97,0.974,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
63,targeted,None,"59,341,154,1207,874,142,356,393,50,936,69,210,149,388,31,53,598,141,407,676,78,535,428,159,104,526,421,267,178,1171,645,782,760,1077,29,11,862,268,1023,1610,24,503,1147,372,358,2,64,190,614,740","59,341,154,1207,874,142,356,393,50,936,69,210,149,388,31,53,598,141,407,676,78,535,428,159,104,526,421,267,178,1171,645,782,760,1077,29,11,862,268,1023,1610,24,503,1147,372,358,2,64,192,614,740",None,1,None,None,215.532,0.0,84.131,None,3.196,"{0, 15}","{3, 14}",{0},1.0,0.0,"{0, 15},{10, 15},{15, 7},{15, 7},{1, 2, 14, 15}","{3, 14},{5},{13, 7},{3},{0, 1, 14}","{0},{0},{0},{0},{0}",0.3,0.222,"{0, 15},{10, 15},{15, 7},{15, 7},{1, 2, 14, 15},{16, 7},{5, 15},{3, 14},{5, 7},{12, 15}","{3, 14},{5},{13, 7},{3},{0, 1, 14},{14, 7},{10, 3},{16, 7},{1, 3},{13, 15, 5, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.203,0.129,"{0, 15},{10, 15},{15, 7},{15, 7},{1, 2, 14, 15},{16, 7},{5, 15},{3, 14},{5, 7},{12, 15},{3, 7},{17},{0, 1},{5, 7},{14, 7},{14},{6},{7},{10, 3},{3, 14}","{3, 14},{5},{13, 7},{3},{0, 1, 14},{14, 7},{10, 3},{16, 7},{1, 3},{13, 15, 5, 7},{7},{15, 7},{1, 14},{7},{11, 2, 3},{15, 7},{13, 7},{7},{2, 3},{15, 5, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.182,0.085,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
64,targeted,None,"158,931,945,176,653,252,340,52,275,281,44,861,669,1003,99,1024,269,485,392,117,1230,1,929,49","158,931,945,176,653,252,340,52,275,281,44,861,669,1003,99,1024,269,485,392,117,1230,1,929,469",None,1,None,None,186.694,0.0,79.486,None,2.987,"{0, 1}","{9, 5, 7}",{0},1.0,0.0,"{0, 1},{3, 13},{7},{0, 16, 14, 15},{3}","{9, 5, 7},{12, 15},{12, 5, 7},{14, 15},{15, 5, 7}","{0},{0},{0},{0},{0}",0.634,0.0,"{0, 1},{3, 13},{7},{0, 16, 14, 15},{3},{0, 1, 14},{2, 3},{3},{0, 10},{0, 14, 15}","{9, 5, 7},{12, 15},{12, 5, 7},{14, 15},{15, 5, 7},{13, 15},{0, 16, 7},{3, 13},{0, 3},{0, 16, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.667,0.213,"{0, 1},{3, 13},{7},{0, 16, 14, 15},{3},{0, 1, 14},{2, 3},{3},{0, 10},{0, 14, 15},{3},{8, 1, 2, 3},{5, 7},{16, 13, 7},{0, 1, 13, 14, 16},{16, 3},{3},{11, 2, 3},{3},{0, 13, 7}","{9, 5, 7},{12, 15},{12, 5, 7},{14, 15},{15, 5, 7},{13, 15},{0, 16, 7},{3, 13},{0, 3},{0, 16, 15},{0, 12, 13, 15},{3},{10, 12, 15},{0, 15},{13},{0, 12, 5},{7},{0, 15, 7},{10, 12, 5, 15},{14, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.524,0.315,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
65,targeted,None,"210,98,183,162,141,348,532,457,496,220,175,385,109,79,320,136,688,612,455,261,101,885,57,167,755,650,481,343,226,242,146,308,67,51,476,547,231,61,1144,461,34,284,276,294,703,87,131,720,154,361","210,98,183,162,141,348,532,457,496,220,175,385,109,79,320,136,688,612,455,261,101,885,57,167,755,650,481,343,226,242,146,308,67,51,476,504,231,61,1144,461,34,284,276,294,703,87,131,720,154,361",None,1,None,None,215.492,0.0,87.836,None,2.38,"{0, 13, 15}","{0, 13, 15}",{0},1.0,1.0,"{0, 13, 15},{15, 7},{0, 13, 7},{12, 15},{3}","{0, 13, 15},{15, 7},{0, 13, 7},{12, 15},{7}","{0},{0},{0},{0},{0}",0.642,0.642,"{0, 13, 15},{15, 7},{0, 13, 7},{12, 15},{3},{7},{7},{3},{3, 7},{11, 2, 3}","{0, 13, 15},{15, 7},{0, 13, 7},{12, 15},{7},{7},{3},{3, 7},{3},{11, 2, 3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.474,0.474,"{0, 13, 15},{15, 7},{0, 13, 7},{12, 15},{3},{7},{7},{3},{3, 7},{11, 2, 3},{1, 3},{0, 12, 13, 15},{3, 12, 5, 7},{13, 7},{0, 1, 14, 16},{11, 7},{14, 7},{3},{0, 14, 15},{0, 13, 15}","{0, 13, 15},{15, 7},{0, 13, 7},{12, 15},{7},{7},{3},{3, 7},{3},{11, 2, 3},{1, 3},{0, 12, 13, 15},{3, 12, 5, 7},{13, 7},{11, 7},{0, 14, 15},{14, 7},{0, 1, 14, 16},{3},{0, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.489,0.481,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
66,targeted,None,"158,41,653,269,99,96,669,25,53,69,199,182,13,404,141,358,526,90,121,210,178,11,341,84,24,407,553,107,197,657,113,461,514,310,27,351","158,41,653,269,99,96,669,25,53,69,199,182,13,404,141,358,526,90,121,210,178,11,341,84,24,407,553,107,197,657,113,461,514,310,287,351",None,1,None,None,200.248,0.0,79.181,None,5.705,"{0, 1}","{11, 2, 3}",{0},1.0,0.0,"{0, 1},{11, 2, 3},{0, 1},{3, 7},{11, 2, 3}","{11, 2, 3},{11, 2, 3},{0, 1},{11, 2, 3},{11}","{0},{0},{0},{0},{0}",0.434,0.132,"{0, 1},{11, 2, 3},{0, 1},{3, 7},{11, 2, 3},{0, 15},{11, 2, 3},{11},{15, 7},{0, 16, 7}","{11, 2, 3},{11, 2, 3},{0, 1},{11, 2, 3},{11},{0, 15},{11, 2, 3},{11, 2, 3},{11, 3},{0, 16, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.44,0.22,"{0, 1},{11, 2, 3},{0, 1},{3, 7},{11, 2, 3},{0, 15},{11, 2, 3},{11},{15, 7},{0, 16, 7},{3, 14},{11, 1, 3, 7},{5, 7},{12, 15, 14, 7},{0, 1, 14},{0, 14, 15},{16, 13, 7},{11, 3},{3, 7},{11, 2, 3}","{11, 2, 3},{11, 2, 3},{0, 1},{11, 2, 3},{11},{0, 15},{11, 2, 3},{11, 2, 3},{11, 3},{0, 16, 7},{3, 7},{8, 3, 14, 7},{0, 1},{0, 1, 14},{7},{3, 7},{11, 1, 3, 7},{0, 14, 15},{15, 7},{0, 14, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.348,0.289,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
67,targeted,None,"348,251,768,889,241,57,343,59,97,1020,946,52,1094,756,648,569,282,120,633,231,572,747,427,624,200,76,84,1078,1030,1168,54,503,303,260,528,1127,600,982,548,997,1083,99,174,1023,720,598,1,357,631,146","348,251,768,889,241,57,343,59,97,1020,946,52,1094,756,648,569,282,120,633,231,572,747,427,624,200,76,84,1078,1030,1168,54,503,303,260,528,1127,600,982,548,997,1083,99,174,1023,720,598,1,357,631,1465",None,1,None,None,213.983,0.0,76.929,None,3.957,"{0, 14, 15}","{15, 7}",{0},1.0,0.0,"{0, 14, 15},{0, 15},{3, 13},{3},{9, 14, 15}","{15, 7},{7},{0, 13, 15},{3, 7},{0, 1}","{0},{0},{0},{0},{0}",0.622,0.394,"{0, 14, 15},{0, 15},{3, 13},{3},{9, 14, 15},{13, 15},{7},{13, 7},{7},{15, 5, 7}","{15, 7},{7},{0, 13, 15},{3, 7},{0, 1},{13},{7},{0, 13, 7},{0, 17},{5, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.439,0.445,"{0, 14, 15},{0, 15},{3, 13},{3},{9, 14, 15},{13, 15},{7},{13, 7},{7},{15, 5, 7},{0, 1, 15},{15, 13, 7},{15, 5, 7},{3, 12, 5, 15},{7},{0, 15},{3, 7},{0, 15},{7},{16, 7}","{15, 7},{7},{0, 13, 15},{3, 7},{0, 1},{13},{7},{0, 13, 7},{0, 17},{5, 7},{13},{13, 7},{7},{7},{3},{3, 13, 7},{3, 5},{3},{15},{14, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.39,0.311,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
68,targeted,None,"461,35,562,545,509,688,30,378,497,255,58,41,263,192,696,658,201,95,623,755,245,167,300,424,180,844,375,380,37,141,404,303,298,495,536,1017,97,865,54,240,202,391,248,507,455,11,383,1003,90,492","461,35,562,545,509,688,30,378,497,255,58,41,263,192,696,658,201,95,623,755,245,167,300,424,180,844,375,380,37,141,404,303,298,495,536,1017,97,865,54,240,202,391,248,509,455,11,383,1003,90,492",None,1,None,None,216.154,0.0,91.437,None,2.249,"{0, 13, 7}","{0, 13, 7}",{0},1.0,1.0,"{0, 13, 7},{3, 7},{3},{7},{13, 7}","{0, 13, 7},{3, 7},{3},{7},{13, 7}","{0},{0},{0},{0},{0}",0.503,0.503,"{0, 13, 7},{3, 7},{3},{7},{13, 7},{15, 7},{14, 7},{5, 7},{13, 7},{13, 7}","{0, 13, 7},{3, 7},{3},{7},{13, 7},{15, 7},{14, 7},{13, 7},{9, 12, 5, 15},{5, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.328,0.307,"{0, 13, 7},{3, 7},{3},{7},{13, 7},{15, 7},{14, 7},{5, 7},{13, 7},{13, 7},{9, 12, 5, 15},{3},{5, 7},{1, 3},{13, 7},{7},{3, 13},{16, 13, 7},{3},{13, 7}","{0, 13, 7},{3, 7},{3},{7},{13, 7},{15, 7},{14, 7},{13, 7},{9, 12, 5, 15},{5, 7},{13, 7},{13, 7},{7},{0, 13, 15},{5, 7},{1, 3},{10, 15},{3, 13},{3},{11, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.211,0.26,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
69,targeted,None,"798,285,129,733,874,177,510,300,95,259,109,301,885,650,146,612,37,661,187,186,633,111,175,402,257,670","798,285,129,733,874,177,510,300,95,259,109,301,885,650,146,612,37,661,187,186,633,111,175,402,257,77",None,1,None,None,187.819,0.0,61.145,None,5.775,"{0, 1, 13, 14, 16}",{3},{0},1.0,0.0,"{0, 1, 13, 14, 16},{11, 13},{3},{0, 1, 7, 13, 14, 16},{0, 1, 14}","{3},{14},{0, 1},{12, 15},{12, 7}","{0},{0},{0},{0},{0}",0.832,0.234,"{0, 1, 13, 14, 16},{11, 13},{3},{0, 1, 7, 13, 14, 16},{0, 1, 14},{12, 15},{3, 15},{12, 15},{7},{16, 13, 7}","{3},{14},{0, 1},{12, 15},{12, 7},{11, 1, 3, 7},{13, 15},{16, 13, 7},{3, 7},{3, 13}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.639,0.118,"{0, 1, 13, 14, 16},{11, 13},{3},{0, 1, 7, 13, 14, 16},{0, 1, 14},{12, 15},{3, 15},{12, 15},{7},{16, 13, 7},{16, 13, 7},{3, 5},{0, 14, 15},{7},{12, 7},{0, 17, 3},{0, 1, 14},{7},{0, 1},{14}","{3},{14},{0, 1},{12, 15},{12, 7},{11, 1, 3, 7},{13, 15},{16, 13, 7},{3, 7},{3, 13},{9, 14},{3},{3},{11, 13},{3, 5},{7},{5, 7},{7},{12, 15, 14, 7},{16, 13, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.603,0.076,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
70,targeted,None,"96,176,41,669,52,217,316,320,157,100,949,254,582,887,439,37,358,240,1052,357,1017,32,187,201,362,186,819,733,25,390,857","96,176,41,669,52,217,316,320,157,100,949,254,582,887,439,37,358,240,1052,357,1017,32,187,201,362,186,819,733,25,390,357",None,1,None,None,195.034,0.0,77.545,None,3.224,"{0, 1, 13, 14, 16}",{3},{0},1.0,0.0,"{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{0, 1},{0, 1},{15, 7}","{3},{2, 3},{0, 1},{3},{3}","{0},{0},{0},{0},{0}",0.928,0.245,"{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{0, 1},{0, 1},{15, 7},{3, 14},{5, 7},{0, 15},{0, 14, 15},{16, 7}","{3},{2, 3},{0, 1},{3},{3},{5, 7},{8, 3, 14, 7},{0, 1},{3, 14},{3, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.809,0.206,"{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{0, 1},{0, 1},{15, 7},{3, 14},{5, 7},{0, 15},{0, 14, 15},{16, 7},{3},{0, 14, 15},{0, 1, 7, 13, 14, 16},{2, 3},{0, 16, 7},{9, 14},{7},{0, 5, 7},{0, 16, 14, 15},{3, 7}","{3},{2, 3},{0, 1},{3},{3},{5, 7},{8, 3, 14, 7},{0, 1},{3, 14},{3, 7},{15, 7},{0, 1, 13, 14, 16},{15, 5, 7},{0, 14, 15},{0, 16, 7},{11, 3, 7},{7},{0, 1, 13, 14, 16},{9, 14},{0, 11, 3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.776,0.412,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
71,targeted,None,"1492,294,47,375,167,519,292,67,284,27,878,727,71,545,481,346,832,1038,580,192,541,505,669,340,169,440,494,1174,1487,181,278,237,664,797,3,821,1349,364,435,35,304,973,415,14,268,614,870,1241,794,1340","1492,294,47,375,167,519,292,67,284,27,878,727,71,545,481,346,832,1038,580,192,541,505,669,340,169,440,494,1174,1487,181,278,237,664,797,3,821,1349,364,435,35,304,973,415,14,268,614,870,1241,794,340",None,1,None,None,214.948,0.0,82.849,None,3.969,"{0, 1}",{7},{0},1.0,0.0,"{0, 1},{3},{2, 3},{3},{3}","{7},{7},{10},{10},{7}","{0},{0},{0},{0},{0}",0.45,0.0,"{0, 1},{3},{2, 3},{3},{3},{3, 13},{0, 14},{16, 7},{3},{5}","{7},{7},{10},{10},{7},{7},{8, 3, 7},{10},{7},{7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.378,0.0,"{0, 1},{3},{2, 3},{3},{3},{3, 13},{0, 14},{16, 7},{3},{5},{1, 3},{7},{16, 13, 7},{3},{3},{3},{3},{0, 5, 7},{7},{11, 2, 3}","{7},{7},{10},{10},{7},{7},{8, 3, 7},{10},{7},{7},{7},{13},{1},{10},{10},{0, 10, 14},{3},{0, 15},{10},{7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.299,0.143,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
