i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
235,targeted,None,"325,530,189,457,539,671,670,1066,1038,64,26,286,83,28,552,84,475,263,558,55,407,550,66,784,802,232,797,819,739,480,901,174,85,78,143,136,1152,56,205,544,414,182,605,297,1269,167,334,255,630,147","325,530,189,457,539,671,670,1066,1038,64,26,286,83,28,552,84,475,263,558,55,407,550,66,784,802,232,797,819,739,480,901,174,85,78,143,136,1152,56,205,544,414,182,605,297,1269,167,630,255,630,147",None,1,None,None,34.315,0.0,63.208,None,5.39,"{0, 1, 3, 5}","{0, 1, 3, 5}",{0},1.0,1.0,"{0, 1, 3, 5},{7},{0, 1, 5, 7},{0, 1},{3}","{0, 1, 3, 5},{0, 16, 13, 7},{0, 1, 3, 5},{3},{0, 1, 5, 7}","{0},{0},{0},{0},{0}",0.871,0.959,"{0, 1, 3, 5},{7},{0, 1, 5, 7},{0, 1},{3},{0, 1, 3, 5},{0, 16, 13, 7},{0, 15},{0, 15},{15}","{0, 1, 3, 5},{0, 16, 13, 7},{0, 1, 3, 5},{3},{0, 1, 5, 7},{7},{0, 1},{7},{7},{0, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.893,0.89,"{0, 1, 3, 5},{7},{0, 1, 5, 7},{0, 1},{3},{0, 1, 3, 5},{0, 16, 13, 7},{0, 15},{0, 15},{15},{7},{0, 1, 13, 14, 16},{7},{3},{0, 1, 3, 13},{0, 1, 14},{16, 13, 7},{3, 13},{3, 13},{0, 1, 14}","{0, 1, 3, 5},{0, 16, 13, 7},{0, 1, 3, 5},{3},{0, 1, 5, 7},{7},{0, 1},{7},{7},{0, 15},{15},{3},{7},{0, 1, 13, 14, 16},{16, 7},{3, 13},{16, 13, 7},{3, 13},{0, 1, 3, 13},{7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.796,0.745,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
236,targeted,None,"158,244,140,961,347,405,956,86,513,236,109,261,661,694,67,51,1146,731,358,542,755,575,1021,817,175,429,874,242,1,844,291,100,419,539,240,507,218,95,94","158,244,140,961,347,405,956,86,513,236,109,261,661,694,67,51,1146,731,358,542,755,575,1021,817,175,429,874,242,1,844,291,100,419,539,143,507,218,95,94",None,1,None,None,30.062,0.0,16.382,None,5.928,"{0, 1}","{16, 14}",{0},1.0,0.0,"{0, 1},{16, 14},{16, 13, 7},{15, 7},{15, 7}","{16, 14},{0, 1},{16, 13, 7},{7},{15, 7}","{0},{0},{0},{0},{0}",0.313,0.211,"{0, 1},{16, 14},{16, 13, 7},{15, 7},{15, 7},{16, 7},{9, 12, 15},{5, 7},{0, 1, 13, 14, 16},{7}","{16, 14},{0, 1},{16, 13, 7},{7},{15, 7},{9, 12, 15},{9, 13, 15},{7},{16, 7},{9, 14}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.333,0.132,"{0, 1},{16, 14},{16, 13, 7},{15, 7},{15, 7},{16, 7},{9, 12, 15},{5, 7},{0, 1, 13, 14, 16},{7},{7},{9, 14},{0, 16, 14, 15},{0, 5, 7},{12, 15},{0, 5, 7},{7},{3, 5},{3},{9, 13, 15}","{16, 14},{0, 1},{16, 13, 7},{7},{15, 7},{9, 12, 15},{9, 13, 15},{7},{16, 7},{9, 14},{12, 15},{15, 7},{5, 7},{7},{12, 15},{0, 16, 14, 15},{16, 7},{0, 5, 7},{3, 15},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.378,0.2,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
237,targeted,None,"99,290,61,609,224,252,569,498,653,421,44,118,49,861,381,96,816,145,900,176,332","99,290,61,609,224,252,569,498,653,421,44,118,49,381,381,96,816,145,900,176,332",None,1,None,None,27.569,0.0,36.743,None,5.869,"{0, 16, 15, 7}","{0, 16, 15, 7}",{0},1.0,1.0,"{0, 16, 15, 7},{13, 7},{15, 7},{14, 15},{3, 13}","{0, 16, 15, 7},{14, 15},{15, 7},{0, 1, 14, 15},{13, 7}","{0},{0},{0},{0},{0}",0.507,0.653,"{0, 16, 15, 7},{13, 7},{15, 7},{14, 15},{3, 13},{0, 15},{0, 1, 14, 15},{1, 13},{15, 7},{0, 1, 13, 14, 16}","{0, 16, 15, 7},{14, 15},{15, 7},{0, 1, 14, 15},{13, 7},{0, 15},{3, 13},{0, 12, 14, 15},{1, 13},{15, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.594,0.612,"{0, 16, 15, 7},{13, 7},{15, 7},{14, 15},{3, 13},{0, 15},{0, 1, 14, 15},{1, 13},{15, 7},{0, 1, 13, 14, 16},{0, 12, 14, 15},{3},{3},{3, 13},{12, 15},{7},{3},{0, 3},{3, 13},{1, 3, 7}","{0, 16, 15, 7},{14, 15},{15, 7},{0, 1, 14, 15},{13, 7},{0, 15},{3, 13},{0, 12, 14, 15},{1, 13},{15, 7},{3},{0, 1, 13, 14, 16},{7},{15},{0, 3},{3},{3, 13},{12, 15},{3},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.522,0.566,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
238,targeted,None,"338,47,198,480,83,211,574,691,519,9,475,668,896,550,297,254,541,395,315,294,143,324,588,798,317,1144,66,77,914,1109,359,17,605,715,1009,363,611,528,1055,552,339,438,478,1238,314,527,1617,599,195,206","338,47,198,480,83,211,574,691,519,9,475,668,896,550,297,254,541,395,315,294,143,324,588,798,317,1144,66,77,914,1109,359,17,605,715,1009,363,611,528,1055,552,339,438,478,1238,314,527,1160,599,206,206",None,2,None,None,31.321,0.0,10.962,None,5.757,"{0, 10}",{6},{0},1.0,0.0,"{0, 10},{6},{0, 1, 3, 16},{10, 14},{10}","{6},{3},{3, 13},{12, 15, 7},{5}","{0},{0},{0},{0},{0}",0.68,0.0,"{0, 10},{6},{0, 1, 3, 16},{10, 14},{10},{10, 3},{3, 7},{3},{5},{11, 2, 3}","{6},{3},{3, 13},{12, 15, 7},{5},{3},{15, 7},{1, 3, 7},{11, 2, 3},{10}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.458,0.0,"{0, 10},{6},{0, 1, 3, 16},{10, 14},{10},{10, 3},{3, 7},{3},{5},{11, 2, 3},{1, 3, 7},{3, 15},{0, 15},{14, 15},{3},{11, 1, 2, 3},{3, 7},{3},{15},{0, 10, 14, 15}","{6},{3},{3, 13},{12, 15, 7},{5},{3},{15, 7},{1, 3, 7},{11, 2, 3},{10},{10},{3},{8, 1, 3},{0, 5, 14},{0, 1, 14},{0, 10},{10, 3},{1, 3},{3},{7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.382,0.164,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
239,targeted,None,"290,32,241,261,6,542,312,50,897,278,175,181,391,472,330,688,126,58,924,239,751,343,483,274,730,1143,111,489,360,755,95,276,109,257,694,493,186,190,240,222,92,503,572,1048,255,37,362","290,32,241,261,6,542,312,50,897,278,175,181,391,472,330,688,126,58,924,239,751,343,483,274,730,1143,111,489,360,755,95,276,109,257,694,493,186,190,240,222,92,503,572,1005,255,37,362",None,1,None,None,31.997,0.0,18.835,None,6.163,"{0, 10}","{9, 12, 5}",{0},1.0,0.0,"{0, 10},{15, 7},{10, 13, 15},{0, 1, 13, 14, 16},{3, 5}","{9, 12, 5},{14},{16, 13, 7},{7},{7}","{0},{0},{0},{0},{0}",0.54,0.0,"{0, 10},{15, 7},{10, 13, 15},{0, 1, 13, 14, 16},{3, 5},{9, 12, 15},{16, 13, 7},{12, 15},{15, 7},{0, 16, 14, 15}","{9, 12, 5},{14},{16, 13, 7},{7},{7},{16, 14},{3, 5},{0, 10},{9, 12, 15},{13, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.437,0.067,"{0, 10},{15, 7},{10, 13, 15},{0, 1, 13, 14, 16},{3, 5},{9, 12, 15},{16, 13, 7},{12, 15},{15, 7},{0, 16, 14, 15},{0, 14, 15},{0, 1, 7, 13, 14, 16},{11, 13},{9, 13, 15},{3, 13},{5, 15},{15, 5, 7},{5, 7},{0, 1, 13, 14, 16},{0, 1}","{9, 12, 5},{14},{16, 13, 7},{7},{7},{16, 14},{3, 5},{0, 10},{9, 12, 15},{13, 7},{10, 13, 15},{15, 7},{0, 1},{3},{14, 7},{0, 5, 7},{12, 15},{3, 15},{15, 7},{9, 14}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.476,0.129,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
240,targeted,None,"800,707,1129,310,268,842,1382,696,227,254,574,475,358,847,376,13,1349,1149,136,57,445,838,890,720,1168,340,336,483,242,348,548,390,101,292,439,54,265,322,102,489,183,162,221,37,21,630,180,321,160,63","800,707,1129,310,268,842,1382,696,227,254,574,475,358,847,376,13,1349,1149,136,57,445,838,890,720,1168,340,336,483,242,348,548,390,101,292,439,54,265,322,102,489,183,162,221,37,21,630,180,321,1092,63",None,1,None,None,30.511,0.0,13.684,None,5.821,"{0, 1, 15}",{7},{0},1.0,0.0,"{0, 1, 15},{7},{0, 1, 14},{0, 12, 7},{0, 1, 15}","{7},{11},{7},{8, 3, 14, 7},{11, 2, 3}","{0},{0},{0},{0},{0}",0.917,0.0,"{0, 1, 15},{7},{0, 1, 14},{0, 12, 7},{0, 1, 15},{11, 1, 3, 7},{3, 14},{0, 13},{3},{11, 3}","{7},{11},{7},{8, 3, 14, 7},{11, 2, 3},{11, 3},{3},{1, 17, 7},{3, 13},{3, 13}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.678,0.0,"{0, 1, 15},{7},{0, 1, 14},{0, 12, 7},{0, 1, 15},{11, 1, 3, 7},{3, 14},{0, 13},{3},{11, 3},{0, 15},{7},{3},{7},{0, 1, 13, 14, 16},{14, 15},{3, 13},{0, 14, 15},{7},{0, 1, 13, 14, 16}","{7},{11},{7},{8, 3, 14, 7},{11, 2, 3},{11, 3},{3},{1, 17, 7},{3, 13},{3, 13},{11, 2, 3},{0, 1, 14},{11, 2, 3},{0, 13},{3, 13},{11, 2, 3},{3, 7},{0, 1},{0, 1, 3, 13},{3, 13, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.668,0.182,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
241,targeted,None,"290,140,158,694,551,696,542,588,983,175,94,236,400,754,50,113,114,289,210,432,602,7,298,558,582,241","290,140,158,694,551,696,542,588,983,175,94,236,400,754,50,113,114,289,210,432,602,7,298,298,582,526,241",None,2,None,None,26.884,0.0,8.655,None,6.378,"{0, 1}","{12, 15, 14, 7}",{0},1.0,0.0,"{0, 1},{0, 14, 15},{2, 3},{12, 15, 14, 7},{3}","{12, 15, 14, 7},{16, 3, 13},{12, 7},{3, 14},{16, 3}","{0},{0},{0},{0},{0}",0.556,0.0,"{0, 1},{0, 14, 15},{2, 3},{12, 15, 14, 7},{3},{3, 14},{14, 7},{0, 14, 15},{15, 5, 7},{0, 1}","{12, 15, 14, 7},{16, 3, 13},{12, 7},{3, 14},{16, 3},{3},{3},{0, 1},{0, 15, 7},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.501,0.139,"{0, 1},{0, 14, 15},{2, 3},{12, 15, 14, 7},{3},{3, 14},{14, 7},{0, 14, 15},{15, 5, 7},{0, 1},{16, 7},{3, 13},{16, 3, 13},{12, 7},{16, 3},{0, 1, 3, 13},{14},{16, 7},{7},{3}","{12, 15, 14, 7},{16, 3, 13},{12, 7},{3, 14},{16, 3},{3},{3},{0, 1},{0, 15, 7},{3},{7},{14},{11, 1, 3, 7},{3, 13},{14},{3, 5},{7},{0, 17, 3},{1, 3, 7},{16, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.403,0.14,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
242,targeted,None,"290,61,96,361,996,1070,360,696,539,186,102,562,330,320,658,201,623,768,409,171","290,61,96,361,996,1070,360,696,539,186,1479,562,330,320,658,201,629,768,409,171",None,2,None,None,24.452,0.0,10.181,None,6.385,"{0, 1}","{15, 7}",{0},1.0,0.0,"{0, 1},{15, 7},{7},{7},{7}","{15, 7},{16, 13, 7},{0, 1},{16, 7},{7}","{0},{0},{0},{0},{0}",0.437,0.163,"{0, 1},{15, 7},{7},{7},{7},{15, 5, 7},{11, 1, 3, 7},{12, 7},{12, 15},{7}","{15, 7},{16, 13, 7},{0, 1},{16, 7},{7},{7},{7},{7},{11, 1, 3, 7},{16, 14}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.235,0.112,"{0, 1},{15, 7},{7},{7},{7},{15, 5, 7},{11, 1, 3, 7},{12, 7},{12, 15},{7},{0, 5, 7},{3, 13},{16, 13, 7},{11, 13},{3, 15},{16, 7},{7},{16, 13, 7},{9, 12, 15},{12, 15}","{15, 7},{16, 13, 7},{0, 1},{16, 7},{7},{7},{7},{7},{11, 1, 3, 7},{16, 14},{9, 12, 15},{12, 7},{7},{12, 15},{0, 1, 3, 13},{3, 15},{0, 1, 7, 13, 14, 16},{10, 13, 15},{7},{0, 10, 14, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.199,0.274,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
243,targeted,None,"140,405,252,99,361,89,109,37,551,450,241,239,492,32,274,236,67,624,53,230,61,50,134,90,78,31,18,84,366","140,405,252,99,361,89,109,37,551,450,241,239,492,32,274,236,67,624,53,230,61,50,963,90,78,31,18,84,899",None,2,None,None,25.338,0.0,7.092,None,6.193,"{0, 14}","{13, 7}",{0},1.0,0.0,"{0, 14},{3, 15},{0, 13, 15},{14, 7},{0, 1, 14, 15}","{13, 7},{3, 13},{3, 13},{3, 13},{0, 1, 3, 14}","{0},{0},{0},{0},{0}",0.704,0.232,"{0, 14},{3, 15},{0, 13, 15},{14, 7},{0, 1, 14, 15},{7},{0, 1, 5},{3},{0, 1, 17},{0, 1, 14, 15}","{13, 7},{3, 13},{3, 13},{3, 13},{0, 1, 3, 14},{3},{0, 16, 14},{13, 7},{7},{1, 3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.744,0.267,"{0, 14},{3, 15},{0, 13, 15},{14, 7},{0, 1, 14, 15},{7},{0, 1, 5},{3},{0, 1, 17},{0, 1, 14, 15},{0, 1, 8},{12, 14},{0, 13, 7},{0, 17, 7},{3, 12, 5, 15},{16, 1},{0, 15},{0, 16, 14},{0, 14},{0, 15}","{13, 7},{3, 13},{3, 13},{3, 13},{0, 1, 3, 14},{3},{0, 16, 14},{13, 7},{7},{1, 3},{3},{3},{3},{3, 13},{3},{7},{13, 7},{2, 3},{0, 1, 14},{13, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.723,0.241,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
244,targeted,None,"175,257,650,67,472,79,241,658,594,1411,1048,983,562,937,102,358,126,217,582,245,33,58,180,480,162,100,497,183,518,443,698,362,35,819,310,285,768,348,296,857,101,437,360,539,113,53,755,94,255,32","175,257,650,67,472,79,241,658,594,1411,1048,983,562,937,102,358,126,217,582,245,33,58,180,480,162,100,497,183,518,443,698,362,35,819,310,285,768,348,296,857,101,437,360,53,113,53,755,94,255,32",None,1,None,None,30.591,0.0,30.396,None,5.457,"{0, 10}","{0, 10}",{0},1.0,1.0,"{0, 10},{14, 7},{15, 7},{13, 7},{10, 13, 15}","{0, 10},{13, 7},{14, 7},{15, 7},{10, 13, 15}","{0},{0},{0},{0},{0}",0.318,0.318,"{0, 10},{14, 7},{15, 7},{13, 7},{10, 13, 15},{16, 13, 7},{3, 5},{3},{14},{11, 13}","{0, 10},{13, 7},{14, 7},{15, 7},{10, 13, 15},{3, 5},{3},{16, 13, 7},{14},{0, 17, 3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.217,0.304,"{0, 10},{14, 7},{15, 7},{13, 7},{10, 13, 15},{16, 13, 7},{3, 5},{3},{14},{11, 13},{0, 14, 15},{0, 17, 3},{12, 7},{16, 3},{8, 3, 14, 7},{7},{11, 1, 3, 7},{3, 5},{9, 15},{0, 11, 3}","{0, 10},{13, 7},{14, 7},{15, 7},{10, 13, 15},{3, 5},{3},{16, 13, 7},{14},{0, 17, 3},{12, 7},{0, 14, 15},{11, 13},{7},{16, 3},{8, 3, 14, 7},{9, 12, 15},{9, 15},{11, 1, 3, 7},{0, 1}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.275,0.264,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
245,targeted,None,"119,13,865,289,539,320,409,222,53,261,1080,285,480,724,113,79,626,32,257,242,109,474,623,276,937,562,489,1057,730,509,67,966,33,513,312,437,567,37,298,330,316,275,162,58,155,50,819,857,380,94","119,13,865,289,539,320,409,222,53,261,1080,285,480,724,113,79,626,32,257,242,109,474,623,276,937,562,489,1057,730,509,67,966,33,513,312,437,567,37,298,330,316,275,162,58,155,50,819,857,118,94",None,1,None,None,29.014,0.0,9.436,None,5.572,"{0, 1, 14, 16}","{3, 7}",{0},1.0,0.0,"{0, 1, 14, 16},{0, 13, 7},{2, 3},{0, 1, 13, 14, 16},{0, 1, 13, 14, 16}","{3, 7},{13, 7},{3},{3, 13, 7},{0, 7, 12, 13, 15}","{0},{0},{0},{0},{0}",0.909,0.277,"{0, 1, 14, 16},{0, 13, 7},{2, 3},{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{14, 7},{9, 12, 5, 15},{15, 5, 7},{13, 7},{13, 7}","{3, 7},{13, 7},{3},{3, 13, 7},{0, 7, 12, 13, 15},{7},{12, 15},{16, 7},{0, 1},{0, 1, 13, 16}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.659,0.355,"{0, 1, 14, 16},{0, 13, 7},{2, 3},{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{14, 7},{9, 12, 5, 15},{15, 5, 7},{13, 7},{13, 7},{0, 5, 7},{11, 2, 3},{13, 15, 5, 7},{0, 16, 7},{11, 7},{16, 7},{0, 1, 14},{3},{15, 7},{3}","{3, 7},{13, 7},{3},{3, 13, 7},{0, 7, 12, 13, 15},{7},{12, 15},{16, 7},{0, 1},{0, 1, 13, 16},{16, 13, 7},{15, 5, 7},{7},{9, 13, 15},{13, 7},{3, 12, 15},{12, 7},{7},{3},{7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.579,0.238,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
246,targeted,None,"290,105,653,1028,252,961,50,210,503,513,142,978,874,181,356,365,696,189,553,677,596,408,69,644,121,502,78,29,407,601,488,401,863,137,141,404,782,856,307,491","290,105,653,1028,252,961,50,210,503,513,142,978,874,181,356,365,696,189,553,677,596,408,69,644,121,502,78,29,407,601,488,402,863,137,141,404,782,856,307,491",None,1,None,None,31.922,0.0,40.234,None,5.684,"{0, 16, 14}","{0, 16, 14}",{0},1.0,1.0,"{0, 16, 14},{0, 1, 12},{9, 5, 15},{3, 13},{3, 13}","{0, 16, 14},{0, 1, 12},{3, 13},{0, 1, 15},{3, 13}","{0},{0},{0},{0},{0}",0.609,0.777,"{0, 16, 14},{0, 1, 12},{9, 5, 15},{3, 13},{3, 13},{0, 1, 15},{0, 1, 8},{0, 15},{0, 16, 3, 14},{5}","{0, 16, 14},{0, 1, 12},{3, 13},{0, 1, 15},{3, 13},{9, 5, 15},{0, 1, 8},{0, 15},{0, 16, 3, 14},{7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.72,0.742,"{0, 16, 14},{0, 1, 12},{9, 5, 15},{3, 13},{3, 13},{0, 1, 15},{0, 1, 8},{0, 15},{0, 16, 3, 14},{5},{0, 15},{7},{3},{7},{5},{7},{0, 15},{3, 13},{0, 15},{8, 3, 13, 14}","{0, 16, 14},{0, 1, 12},{3, 13},{0, 1, 15},{3, 13},{9, 5, 15},{0, 1, 8},{0, 15},{0, 16, 3, 14},{7},{7},{0, 15},{5},{3, 13},{5},{7},{0, 15},{7},{3},{3, 13}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.628,0.642,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
247,targeted,None,"290,492,381,653,11,137,90,358,320,157,255,25,322,604,102,192,239,472,305,612,218,261,50,263,274,730,624,109,187,796,53","290,492,381,653,11,137,90,358,320,157,255,25,322,604,102,192,239,472,305,612,218,261,50,796,274,730,624,109,140,53,53",None,3,None,None,28.058,0.0,14.954,None,6.511,"{0, 1, 13, 14, 16}","{16, 13, 7}",{0},1.0,0.0,"{0, 1, 13, 14, 16},{2, 3},{15, 5, 7},{0, 16, 7},{0, 1, 14}","{16, 13, 7},{0, 1, 13, 16},{16, 14},{7},{7}","{0},{0},{0},{0},{0}",0.73,0.344,"{0, 1, 13, 14, 16},{2, 3},{15, 5, 7},{0, 16, 7},{0, 1, 14},{13, 7},{0, 5, 7},{14, 7},{0, 1, 13, 14, 16},{13, 7}","{16, 13, 7},{0, 1, 13, 16},{16, 14},{7},{7},{3, 15},{11, 13},{16, 1},{7},{0, 1}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.68,0.303,"{0, 1, 13, 14, 16},{2, 3},{15, 5, 7},{0, 16, 7},{0, 1, 14},{13, 7},{0, 5, 7},{14, 7},{0, 1, 13, 14, 16},{13, 7},{7},{0, 1, 3, 13},{3},{9, 14},{12, 15},{16, 1},{0, 1},{16, 7},{7},{16, 13, 7}","{16, 13, 7},{0, 1, 13, 16},{16, 14},{7},{7},{3, 15},{11, 13},{16, 1},{7},{0, 1},{3},{3},{3, 12, 15},{1},{16, 7},{3, 13, 7},{7},{15, 7},{11, 1, 3, 7},{12, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.587,0.205,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
248,targeted,None,"158,41,176,467,108,523,13,666,53,849,90,1171,358,614,134,408,662,303,18,11","158,41,176,467,108,523,13,666,53,849,90,1171,542,614,134,408,662,303,18,11",None,1,None,None,27.506,0.0,37.83,None,6.023,"{0, 1, 3, 14}",{3},{0},1.0,0.0,"{0, 1, 3, 14},{12},{3},{0, 16, 14},{3, 13}","{3},{12},{0, 1, 3, 14},{3, 13},{3}","{0},{0},{0},{0},{0}",0.735,0.41,"{0, 1, 3, 14},{12},{3},{0, 16, 14},{3, 13},{13, 7},{3},{1, 3},{3},{3, 13}","{3},{12},{0, 1, 3, 14},{3, 13},{3},{0, 16, 14},{1, 3},{13, 7},{3},{3, 13}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.543,0.378,"{0, 1, 3, 14},{12},{3},{0, 16, 14},{3, 13},{13, 7},{3},{1, 3},{3},{3, 13},{0, 1, 12},{16, 7},{7},{3},{0, 16, 3, 14},{3},{0, 1, 14},{7},{7},{13, 7}","{3},{12},{0, 1, 3, 14},{3, 13},{3},{0, 16, 14},{1, 3},{13, 7},{3},{3, 13},{0, 1, 12},{7},{7},{16, 7},{0, 16, 3, 14},{0, 1, 14},{3},{11, 2, 3},{13, 7},{11, 2, 3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.54,0.408,True,BERT4Rec,ml-100k,Action,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 17:49:22"
