i,gen_target_y@1,pop_size,generations,jaccard_threshold,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,timestamp
95,{0},2048,10,0.5,targeted,nan,"290,73,61,118,50,141,503,25,168,142,241,741,889,562,726,658,69,624,572,54,263,190,119,461,368,222,330,167,1120,180,296,217,735,248,439","290,73,61,118,50,141,503,25,168,142,241,741,889,562,726,658,86,624,572,54,263,190,119,461,368,222,330,167,1120,180,296,217,735,248,439",nan,1.0,nan,nan,18.945,95.947,87.109,4.055,2.276,"{0, 11, 3}","{0, 11, 3}",1.0,1.0,"{0, 11, 3},{3, 14},{3},{11, 3, 7},{3}","{0, 11, 3},{3, 14},{3},{3},{11, 3, 7}","{0},{0},{0},{0},{0}",0.466,1.0,"{0, 11, 3},{3, 14},{3},{11, 3, 7},{3},{3},{3, 13},{3},{3, 5},{0, 3, 7}","{0, 11, 3},{3, 14},{3},{3},{11, 3, 7},{3},{3, 13},{3},{3, 5},{0, 3, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.418,1.0,"{0, 11, 3},{3, 14},{3},{11, 3, 7},{3},{3},{3, 13},{3},{3, 5},{0, 3, 7},{3, 13},{3},{0, 1},{3, 13},{3, 13, 7},{10, 3},{1, 3, 7},{3},{16, 3},{3, 13}","{0, 11, 3},{3, 14},{3},{3},{11, 3, 7},{3},{3, 13},{3},{3, 5},{0, 3, 7},{3, 13},{3},{3, 13},{0, 1},{3, 13, 7},{3},{1, 3, 7},{10, 3},{3, 13},{3, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.309,0.932,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sat, 04 Jan 2025 15:42:49"
95,{0},4096,10,0.7,targeted,nan,"290,73,61,118,50,141,503,25,168,142,241,741,889,562,726,658,69,624,572,54,263,190,119,461,368,222,330,167,1120,180,296,217,735,248,439","290,73,61,118,50,141,503,25,168,142,241,741,889,562,726,658,69,624,572,54,263,190,119,346,368,222,330,167,1120,180,296,217,735,248,439",nan,1.0,nan,nan,39.169,94.922,88.013,3.791,2.345,"{0, 11, 3}","{0, 11, 3}",1.0,1.0,"{0, 11, 3},{3, 14},{3},{3},{3}","{0, 11, 3},{3, 14},{3},{3},{11, 3, 7}","{0},{0},{0},{0},{0}",0.538,1.0,"{0, 11, 3},{3, 14},{3},{3},{3},{3, 13},{11, 3, 7},{3},{3, 5},{0, 3, 7}","{0, 11, 3},{3, 14},{3},{3},{11, 3, 7},{3},{3, 13},{3},{3, 5},{0, 3, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.426,1.0,"{0, 11, 3},{3, 14},{3},{3},{3},{3, 13},{11, 3, 7},{3},{3, 5},{0, 3, 7},{3, 13},{3, 13},{3},{1, 3, 7},{0, 1},{3},{10, 3},{3, 13},{3, 13, 7},{14}","{0, 11, 3},{3, 14},{3},{3},{11, 3, 7},{3},{3, 13},{3},{3, 5},{0, 3, 7},{3, 13},{3},{3, 13},{0, 1},{3, 13, 7},{3},{1, 3, 7},{10, 3},{3, 13},{3, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.316,0.923,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 02:16:38"
95,{0},2048,10,0.7,targeted,nan,"290,73,61,118,50,141,503,25,168,142,241,741,889,562,726,658,69,624,572,54,263,190,119,461,368,222,330,167,1120,180,296,217,735,248,439","290,73,61,118,50,141,503,25,168,142,241,741,889,562,726,658,69,624,572,54,263,119,119,461,368,222,330,167,1120,180,296,217,735,248,439",nan,1.0,nan,nan,19.223,94.727,86.963,3.741,2.242,"{0, 11, 3}","{0, 11, 3}",1.0,1.0,"{0, 11, 3},{3, 14},{3},{3},{11, 3, 7}","{0, 11, 3},{3, 14},{3},{3},{11, 3, 7}","{0},{0},{0},{0},{0}",0.472,1.0,"{0, 11, 3},{3, 14},{3},{3},{11, 3, 7},{3},{3, 13},{3},{3, 5},{0, 3, 7}","{0, 11, 3},{3, 14},{3},{3},{11, 3, 7},{3},{3, 13},{3},{3, 5},{0, 3, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.422,1.0,"{0, 11, 3},{3, 14},{3},{3},{11, 3, 7},{3},{3, 13},{3},{3, 5},{0, 3, 7},{3, 13},{3},{3, 13},{0, 1},{3, 13, 7},{10, 3},{1, 3, 7},{3},{3, 13},{16, 3}","{0, 11, 3},{3, 14},{3},{3},{11, 3, 7},{3},{3, 13},{3},{3, 5},{0, 3, 7},{3, 13},{3},{3, 13},{0, 1},{3, 13, 7},{3},{1, 3, 7},{10, 3},{3, 13},{3, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.31,1.0,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Mon, 06 Jan 2025 23:44:49"
11,{0},8192,10,0.5,targeted,nan,"290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,174,1183,333","290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,176,1183,333",nan,1.0,nan,nan,87.243,96.082,87.354,2.927,2.877,"{0, 1, 14, 15}","{15, 7}",1.0,1.0,"{0, 1, 14, 15},{0, 1, 14, 15},{3, 5},{0, 1, 15},{0, 15}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15}","{0},{0},{0},{0},{0}",0.896,0.757,"{0, 1, 14, 15},{0, 1, 14, 15},{3, 5},{0, 1, 15},{0, 15},{7},{8, 1, 2, 3},{0, 1, 15},{15, 7},{8, 3, 13, 14}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15},{8, 3, 13, 14},{0, 1, 14, 15},{0, 15},{8, 1, 2, 3},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.682,0.687,"{0, 1, 14, 15},{0, 1, 14, 15},{3, 5},{0, 1, 15},{0, 15},{7},{8, 1, 2, 3},{0, 1, 15},{15, 7},{8, 3, 13, 14},{0},{14, 15},{3},{0, 1, 15},{0, 1, 5},{3},{15, 7},{3},{16, 3},{1}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15},{8, 3, 13, 14},{0, 1, 14, 15},{0, 15},{8, 1, 2, 3},{3},{3},{3},{14, 15},{0},{15, 7},{3},{15, 7},{0, 1, 15},{3},{3, 13}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.622,0.612,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sun, 05 Jan 2025 01:31:35"
11,{0},2048,10,0.7,targeted,nan,"290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,174,1183,333","290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,174,1413,333",nan,1.0,nan,nan,20.788,95.166,85.938,2.932,2.905,{0},"{15, 7}",1.0,0.0,"{0},{1},{7},{3},{3, 13}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15}","{0},{0},{0},{0},{0}",0.3,0.0,"{0},{1},{7},{3},{3, 13},{0, 1, 15},{15, 7},{0, 3},{3, 5},{14, 15}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15},{8, 3, 13, 14},{0, 1, 14, 15},{0, 15},{8, 1, 2, 3},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.392,0.271,"{0},{1},{7},{3},{3, 13},{0, 1, 15},{15, 7},{0, 3},{3, 5},{14, 15},{0, 15},{15, 7},{8, 3, 7},{0, 1, 14, 15},{5, 7},{3},{8, 3, 13, 14},{8, 1, 2, 3},{0, 15},{0, 1, 15}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15},{8, 3, 13, 14},{0, 1, 14, 15},{0, 15},{8, 1, 2, 3},{3},{3},{3},{14, 15},{0},{15, 7},{3},{15, 7},{0, 1, 15},{3},{3, 13}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.4,0.32,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Mon, 06 Jan 2025 18:58:54"
11,{0},2048,10,0.5,targeted,nan,"290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,174,1183,333","290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,174,1413,333",nan,1.0,nan,nan,20.858,95.166,85.938,2.932,2.905,{0},"{15, 7}",1.0,0.0,"{0},{1},{7},{3},{3, 13}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15}","{0},{0},{0},{0},{0}",0.3,0.0,"{0},{1},{7},{3},{3, 13},{0, 1, 15},{15, 7},{0, 3},{3, 5},{14, 15}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15},{8, 3, 13, 14},{0, 1, 14, 15},{0, 15},{8, 1, 2, 3},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.392,0.271,"{0},{1},{7},{3},{3, 13},{0, 1, 15},{15, 7},{0, 3},{3, 5},{14, 15},{0, 15},{15, 7},{8, 3, 7},{0, 1, 14, 15},{5, 7},{3},{8, 3, 13, 14},{8, 1, 2, 3},{0, 15},{0, 1, 15}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15},{8, 3, 13, 14},{0, 1, 14, 15},{0, 15},{8, 1, 2, 3},{3},{3},{3},{14, 15},{0},{15, 7},{3},{15, 7},{0, 1, 15},{3},{3, 13}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.4,0.32,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sat, 04 Jan 2025 15:42:49"
11,{0},4096,10,0.7,targeted,nan,"290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,174,1183,333","290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,141,1183,333",nan,1.0,nan,nan,42.62,95.264,88.989,3.028,2.672,"{0, 1, 14, 15}","{15, 7}",1.0,1.0,"{0, 1, 14, 15},{15, 7},{0, 15},{0, 1, 15},{7}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15}","{0},{0},{0},{0},{0}",0.792,0.764,"{0, 1, 14, 15},{15, 7},{0, 15},{0, 1, 15},{7},{0, 1, 14, 15},{8, 3, 13, 14},{0},{8, 1, 2, 3},{3, 13}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15},{8, 3, 13, 14},{0, 1, 14, 15},{0, 15},{8, 1, 2, 3},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.628,0.849,"{0, 1, 14, 15},{15, 7},{0, 15},{0, 1, 15},{7},{0, 1, 14, 15},{8, 3, 13, 14},{0},{8, 1, 2, 3},{3, 13},{3, 5},{0, 1, 15},{3},{15, 7},{0, 1, 15},{3},{3, 13},{14, 15},{9, 5, 15},{1}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15},{8, 3, 13, 14},{0, 1, 14, 15},{0, 15},{8, 1, 2, 3},{3},{3},{3},{14, 15},{0},{15, 7},{3},{15, 7},{0, 1, 15},{3},{3, 13}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.539,0.719,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 02:16:38"
129,{0},2048,10,0.5,targeted,nan,"290,492,1,96,503,113,201,278,507,600,32,57,25,181,404,59,87,358,149,210,69,513,134,372,696,104,645,1160,50,142,614,303,60,11,74,18,125","290,492,1,96,503,113,201,278,507,600,32,507,25,181,404,59,87,358,149,210,69,513,134,372,696,104,645,1160,50,142,614,303,60,11,74,18,125",nan,1.0,nan,nan,20.486,86.133,81.152,2.585,2.43,"{0, 1, 12}","{0, 1, 12}",1.0,1.0,"{0, 1, 12},{3, 13},{0, 16, 14},{3},{1, 3}","{0, 1, 12},{3, 13},{0, 16, 14},{3},{1, 3}","{0},{0},{0},{0},{0}",0.646,1.0,"{0, 1, 12},{3, 13},{0, 16, 14},{3},{1, 3},{0, 1, 15},{0, 16, 3, 14},{3},{3, 13},{0, 15}","{0, 1, 12},{3, 13},{0, 16, 14},{3},{1, 3},{3, 13},{3},{0, 1, 15},{0, 15},{0, 16, 3, 14}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.689,0.783,"{0, 1, 12},{3, 13},{0, 16, 14},{3},{1, 3},{0, 1, 15},{0, 16, 3, 14},{3},{3, 13},{0, 15},{0, 1, 15},{3, 5},{3},{3},{13, 7},{3, 13},{3, 13},{2, 3},{0, 1, 3, 14},{13, 7}","{0, 1, 12},{3, 13},{0, 16, 14},{3},{1, 3},{3, 13},{3},{0, 1, 15},{0, 15},{0, 16, 3, 14},{3},{0, 1, 15},{3, 5},{3},{13, 7},{3, 13},{3, 13},{0, 1, 3, 14},{2, 3},{13, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.575,0.767,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sat, 04 Jan 2025 15:42:49"
153,{0},8192,10,0.5,targeted,nan,"290,361,50,401,356,13,696,134,513,11,53,104,74,300,109,474,89,102,636,2,1060,218,5,241,222,119,240,32,261,368,358,509,289,217,204,146,274","290,361,50,401,356,13,696,134,513,11,53,104,74,300,109,474,89,102,636,2,1060,218,5,241,222,119,240,32,261,368,358,509,289,241,204,146,274",nan,1.0,nan,nan,81.541,95.984,76.819,2.578,4.056,"{0, 1}",{3},1.0,0.0,"{0, 1},{12, 7},{7},{0, 1, 13, 14, 16},{5, 15}","{3},{7},{0, 1},{5, 15},{16, 13, 7}","{0},{0},{0},{0},{0}",0.621,0.167,"{0, 1},{12, 7},{7},{0, 1, 13, 14, 16},{5, 15},{3},{7},{16, 7},{14},{0, 16, 7}","{3},{7},{0, 1},{5, 15},{16, 13, 7},{7},{14},{16, 3, 13},{12, 7},{16, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.547,0.288,"{0, 1},{12, 7},{7},{0, 1, 13, 14, 16},{5, 15},{3},{7},{16, 7},{14},{0, 16, 7},{7},{15, 5, 7},{9, 14},{0, 15, 7},{0, 5, 7},{2, 3},{16, 3, 13},{5, 7},{16, 13, 7},{3, 5}","{3},{7},{0, 1},{5, 15},{16, 13, 7},{7},{14},{16, 3, 13},{12, 7},{16, 7},{0, 1, 13, 14, 16},{9, 14},{0, 15, 7},{3},{0, 16, 7},{3, 14},{15, 7},{2, 3},{15, 5, 7},{0, 1, 7, 13, 14, 16}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.432,0.265,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sun, 05 Jan 2025 17:53:21"
153,{0},2048,10,0.5,targeted,nan,"290,361,50,401,356,13,696,134,513,11,53,104,74,300,109,474,89,102,636,2,1060,218,5,241,222,119,240,32,261,368,358,509,289,217,204,146,274","290,361,50,401,356,13,696,134,513,11,53,104,74,300,109,474,89,102,636,2,1060,218,5,241,222,119,240,32,261,368,358,509,289,217,901,146,274",nan,1.0,nan,nan,19.715,96.338,74.902,2.581,4.068,"{0, 14, 15}",{3},1.0,0.0,"{0, 14, 15},{0, 1, 3, 13},{3, 5},{0, 14, 15},{16, 3, 13}","{3},{7},{0, 1},{5, 15},{16, 13, 7}","{0},{0},{0},{0},{0}",0.759,0.273,"{0, 14, 15},{0, 1, 3, 13},{3, 5},{0, 14, 15},{16, 3, 13},{0, 1, 7, 13, 14, 16},{14},{0, 1},{3},{5, 15}","{3},{7},{0, 1},{5, 15},{16, 13, 7},{7},{14},{16, 3, 13},{12, 7},{16, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.74,0.363,"{0, 14, 15},{0, 1, 3, 13},{3, 5},{0, 14, 15},{16, 3, 13},{0, 1, 7, 13, 14, 16},{14},{0, 1},{3},{5, 15},{12, 7},{3, 14},{12, 15, 14, 7},{9, 14},{5, 7},{15, 7},{3},{3, 15},{16, 13, 7},{0, 5, 7}","{3},{7},{0, 1},{5, 15},{16, 13, 7},{7},{14},{16, 3, 13},{12, 7},{16, 7},{0, 1, 13, 14, 16},{9, 14},{0, 15, 7},{3},{0, 16, 7},{3, 14},{15, 7},{2, 3},{15, 5, 7},{0, 1, 7, 13, 14, 16}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.549,0.459,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sat, 04 Jan 2025 15:42:49"
196,{0},8192,10,0.5,targeted,nan,"290,2,61,96,158,498,900,460,361,176,281,421,49,140,961,269,44,595,926,117,931,392,1104,956,99,669,1024,145,275,720,131","290,2,61,96,158,498,900,460,361,176,281,421,49,140,962,269,44,595,926,117,931,392,1104,956,99,669,1024,145,275,720,131",nan,1.0,nan,nan,77.666,93.054,79.517,3.052,2.604,"{0, 13, 7}",{3},1.0,0.0,"{0, 13, 7},{3},{10, 12, 5, 15},{10, 12, 15},{10, 15}","{3},{0, 13, 7},{10, 12, 5, 15},{10, 12, 15},{0, 10, 14}","{0},{0},{0},{0},{0}",0.39,0.476,"{0, 13, 7},{3},{10, 12, 5, 15},{10, 12, 15},{10, 15},{0, 10, 14},{5, 7},{7},{0, 13, 15},{0, 1, 14, 16}","{3},{0, 13, 7},{10, 12, 5, 15},{10, 12, 15},{0, 10, 14},{10, 15},{5, 7},{0, 13, 15},{0, 1, 14, 16},{12, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.519,0.514,"{0, 13, 7},{3},{10, 12, 5, 15},{10, 12, 15},{10, 15},{0, 10, 14},{5, 7},{7},{0, 13, 15},{0, 1, 14, 16},{12, 15},{7},{0, 12, 15},{9, 12, 5, 15},{7},{13, 7},{0, 15},{9, 5, 7},{0, 12, 13, 15},{3, 12}","{3},{0, 13, 7},{10, 12, 5, 15},{10, 12, 15},{0, 10, 14},{10, 15},{5, 7},{0, 13, 15},{0, 1, 14, 16},{12, 15},{13, 7},{9, 12, 5, 15},{7},{0, 12, 15},{7},{7},{0, 15},{9, 5, 7},{0, 12, 5},{0, 12, 13, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.469,0.564,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sun, 05 Jan 2025 17:53:21"
196,{0},2048,10,0.5,targeted,nan,"290,2,61,96,158,498,900,460,361,176,281,421,49,140,961,269,44,595,926,117,931,392,1104,956,99,669,1024,145,275,720,131","290,2,61,96,158,498,900,460,361,176,281,421,49,140,961,269,44,595,926,411,931,392,1104,956,99,669,1024,145,275,720,131",nan,1.0,nan,nan,18.73,92.969,79.98,2.969,2.589,"{0, 13, 7}",{3},1.0,0.0,"{0, 13, 7},{3},{10, 12, 5, 15},{0, 10, 14},{7}","{3},{0, 13, 7},{10, 12, 5, 15},{10, 12, 15},{0, 10, 14}","{0},{0},{0},{0},{0}",0.587,0.352,"{0, 13, 7},{3},{10, 12, 5, 15},{0, 10, 14},{7},{10, 15},{5, 7},{10, 12, 15},{0, 12, 15},{13, 7}","{3},{0, 13, 7},{10, 12, 5, 15},{10, 12, 15},{0, 10, 14},{10, 15},{5, 7},{0, 13, 15},{0, 1, 14, 16},{12, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.467,0.507,"{0, 13, 7},{3},{10, 12, 5, 15},{0, 10, 14},{7},{10, 15},{5, 7},{10, 12, 15},{0, 12, 15},{13, 7},{12, 15},{0, 13, 15},{9, 12, 5, 15},{0, 1, 14, 16},{7},{7},{3, 12},{0, 15},{7},{15, 7}","{3},{0, 13, 7},{10, 12, 5, 15},{10, 12, 15},{0, 10, 14},{10, 15},{5, 7},{0, 13, 15},{0, 1, 14, 16},{12, 15},{13, 7},{9, 12, 5, 15},{7},{0, 12, 15},{7},{7},{0, 15},{9, 5, 7},{0, 12, 5},{0, 12, 13, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.449,0.505,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sat, 04 Jan 2025 15:42:49"
174,{0},2048,10,0.5,targeted,nan,"290,2,492,73,244,653,176,96,99,49,269,118,1024,145,52,44,900,105,756,1168","290,2,492,73,244,653,176,96,99,49,269,118,1024,145,52,44,900,105,176,1168",nan,1.0,nan,nan,16.931,89.209,82.227,3.83,2.381,"{0, 1, 13, 14, 16}","{15, 5, 7}",1.0,0.0,"{0, 1, 13, 14, 16},{14, 15},{0, 5, 7},{15, 5, 7},{0, 1, 14, 15}","{15, 5, 7},{0, 12, 13, 15},{0, 16, 15},{0, 15, 7},{12, 15}","{0},{0},{0},{0},{0}",0.759,0.579,"{0, 1, 13, 14, 16},{14, 15},{0, 5, 7},{15, 5, 7},{0, 1, 14, 15},{0, 15, 7},{15, 7},{15},{0, 16, 15},{0, 16, 15, 7}","{15, 5, 7},{0, 12, 13, 15},{0, 16, 15},{0, 15, 7},{12, 15},{0, 16, 7},{0, 13, 15},{0, 16, 15, 7},{7},{12, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.76,0.658,"{0, 1, 13, 14, 16},{14, 15},{0, 5, 7},{15, 5, 7},{0, 1, 14, 15},{0, 15, 7},{15, 7},{15},{0, 16, 15},{0, 16, 15, 7},{0, 1},{3, 13},{3},{0, 12, 14, 15},{3, 13},{13, 7},{14, 7},{0, 15},{1, 13},{0, 12, 13, 15}","{15, 5, 7},{0, 12, 13, 15},{0, 16, 15},{0, 15, 7},{12, 15},{0, 16, 7},{0, 13, 15},{0, 16, 15, 7},{7},{12, 15},{15, 7},{0, 15},{0, 15},{14, 7},{15},{1, 15},{14, 15},{1, 3},{3},{10, 12, 5, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.693,0.593,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sat, 04 Jan 2025 15:42:49"
174,{0},8192,10,0.5,targeted,nan,"290,2,492,73,244,653,176,96,99,49,269,118,1024,145,52,44,900,105,756,1168","290,2,492,73,244,653,176,96,99,49,269,118,1024,145,52,44,900,105,176,1168",nan,1.0,nan,nan,71.501,92.334,81.494,3.96,2.648,"{0, 1, 13, 14, 16}","{15, 5, 7}",1.0,0.0,"{0, 1, 13, 14, 16},{14, 15},{0, 5, 7},{15, 5, 7},{0, 1, 14, 15}","{15, 5, 7},{0, 12, 13, 15},{0, 16, 15},{0, 15, 7},{12, 15}","{0},{0},{0},{0},{0}",0.759,0.579,"{0, 1, 13, 14, 16},{14, 15},{0, 5, 7},{15, 5, 7},{0, 1, 14, 15},{0, 15, 7},{15, 7},{15},{0, 16, 15},{0, 16, 15, 7}","{15, 5, 7},{0, 12, 13, 15},{0, 16, 15},{0, 15, 7},{12, 15},{0, 16, 7},{0, 13, 15},{0, 16, 15, 7},{7},{12, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.76,0.658,"{0, 1, 13, 14, 16},{14, 15},{0, 5, 7},{15, 5, 7},{0, 1, 14, 15},{0, 15, 7},{15, 7},{15},{0, 16, 15},{0, 16, 15, 7},{0, 1},{3, 13},{3},{0, 12, 14, 15},{3, 13},{13, 7},{14, 7},{0, 15},{1, 13},{0, 12, 13, 15}","{15, 5, 7},{0, 12, 13, 15},{0, 16, 15},{0, 15, 7},{12, 15},{0, 16, 7},{0, 13, 15},{0, 16, 15, 7},{7},{12, 15},{15, 7},{0, 15},{0, 15},{14, 7},{15},{1, 15},{14, 15},{1, 3},{3},{10, 12, 5, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.693,0.593,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sun, 05 Jan 2025 17:53:21"
