i,split,status,source,aligned,alignment,cost,gt,aligned_gt,score,dataset_time,align_time,automata_learning_time,use_cache,determinism,model,dataset,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mutation_params,generation_strategy,jaccard_threshold,timestamp,mut_prob,crossover_prob
14,"(None, 10, 5)",bad,"578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,89,336","578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,3324,117,90,21,402,89,336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_578,sync_65,sync_28,sync_1432,sync_2079,sync_199,sync_1043,sync_1713,sync_80,sync_63,sync_265,sync_44,sync_152,sync_157,sync_1059,sync_133,sync_93,sync_49,sync_631,sync_433,sync_190,sync_134,sync_844,sync_79,sync_118,sync_105,sync_639,sync_1396,add_3324,del_51,sync_117,sync_90,sync_21,sync_402,sync_89,sync_336",1,"[{16, 3, 13}, {11, 2, 3}, {3, 13}, {3, 7}, {3, 13}]","[{16, 3, 13}, {3}, {3, 7}, {3, 13}, {11, 2, 3}]",0.9,162.363,61.47,1.469,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
15,"(None, 1, 0)",good,"538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,658","538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,245","sync_538,sync_21,sync_516,sync_336,sync_190,sync_291,sync_366,sync_1012,sync_804,sync_503,sync_515,sync_2850,sync_535,sync_2399,sync_355,sync_1896,sync_90,sync_816,sync_1595,sync_872,sync_1865,sync_1187,sync_33,sync_146,sync_1277,sync_149,sync_552,sync_2471,sync_84,sync_1802,sync_619,sync_451,sync_397,sync_826,sync_984,sync_180,sync_165,sync_745,sync_1310,sync_1322,sync_1432,sync_353,sync_1055,sync_413,sync_668,sync_687,sync_332,sync_2867,sync_600,add_245,del_658",1,"[{3}, {3}, {3}, {3}, {3}]","[{5, 7}, {5, 15}, {7}, {9, 12, 5, 15}, {5, 7}]",0.0,174.284,0.442,1.193,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
15,"(None, 10, 0)",good,"538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,658","538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,245,658","sync_538,sync_21,sync_516,sync_336,sync_190,sync_291,sync_366,sync_1012,sync_804,sync_503,sync_515,sync_2850,sync_535,sync_2399,sync_355,sync_1896,sync_90,sync_816,sync_1595,sync_872,sync_1865,sync_1187,sync_33,sync_146,sync_1277,sync_149,sync_552,sync_2471,sync_84,sync_1802,sync_619,sync_451,sync_397,sync_826,sync_984,sync_180,sync_165,sync_745,sync_1310,sync_1322,sync_1432,sync_353,sync_1055,sync_413,sync_668,sync_687,sync_332,sync_2867,add_245,del_600,sync_658",1,"[{3}, {3}, {3}, {3}, {3}]","[{5, 7}, {7}, {5, 15}, {15, 7}, {5, 7}]",0.0,174.284,42.799,1.18,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
15,"(None, 1, 5)",bad,"538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,658","538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,245,687,332,2867,600,658","sync_538,sync_21,sync_516,sync_336,sync_190,sync_291,sync_366,sync_1012,sync_804,sync_503,sync_515,sync_2850,sync_535,sync_2399,sync_355,sync_1896,sync_90,sync_816,sync_1595,sync_872,sync_1865,sync_1187,sync_33,sync_146,sync_1277,sync_149,sync_552,sync_2471,sync_84,sync_1802,sync_619,sync_451,sync_397,sync_826,sync_984,sync_180,sync_165,sync_745,sync_1310,sync_1322,sync_1432,sync_353,sync_1055,sync_413,add_245,del_668,sync_687,sync_332,sync_2867,sync_600,sync_658",1,"[{3}, {3}, {3}, {3}, {3}]","[{3, 13, 15}, {3}, {3}, {8, 3, 5}, {3}]",1.0,174.284,0.419,1.371,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
15,"(None, 5, 5)",bad,"538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,658","538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,245,687,332,2867,600,658","sync_538,sync_21,sync_516,sync_336,sync_190,sync_291,sync_366,sync_1012,sync_804,sync_503,sync_515,sync_2850,sync_535,sync_2399,sync_355,sync_1896,sync_90,sync_816,sync_1595,sync_872,sync_1865,sync_1187,sync_33,sync_146,sync_1277,sync_149,sync_552,sync_2471,sync_84,sync_1802,sync_619,sync_451,sync_397,sync_826,sync_984,sync_180,sync_165,sync_745,sync_1310,sync_1322,sync_1432,sync_353,sync_1055,sync_413,add_245,del_668,sync_687,sync_332,sync_2867,sync_600,sync_658",1,"[{3}, {3}, {3}, {3}, {3}]","[{3, 13, 15}, {3}, {3}, {8, 3, 5}, {3}]",1.0,174.284,17.348,1.043,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
15,"(None, 10, 5)",bad,"538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,658","538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,245,668,687,332,2867,600,658","sync_538,sync_21,sync_516,sync_336,sync_190,sync_291,sync_366,sync_1012,sync_804,sync_503,sync_515,sync_2850,sync_535,sync_2399,sync_355,sync_1896,sync_90,sync_816,sync_1595,sync_872,sync_1865,sync_1187,sync_33,sync_146,sync_1277,sync_149,sync_552,sync_2471,sync_84,sync_1802,sync_619,sync_451,sync_397,sync_826,sync_984,sync_180,sync_165,sync_745,sync_1310,sync_1322,sync_1432,sync_353,sync_1055,add_245,del_413,sync_668,sync_687,sync_332,sync_2867,sync_600,sync_658",1,"[{3}, {3}, {3}, {3}, {3}]","[{3}, {3}, {3, 13, 15}, {3}, {3}]",1.0,174.284,33.975,1.257,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
16,"(None, 1, 0)",bad,"712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,164,95,138,645,147,770","712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,164,95,138,645,147,2","sync_712,sync_49,sync_386,sync_6,sync_190,sync_749,sync_215,sync_151,sync_63,sync_216,sync_1155,sync_65,sync_1114,sync_187,sync_79,sync_349,sync_644,sync_647,sync_714,sync_241,sync_1146,sync_278,sync_59,sync_75,sync_1004,sync_857,sync_756,sync_1229,sync_1020,sync_61,sync_587,sync_434,sync_529,sync_118,sync_121,sync_3613,sync_591,sync_606,sync_620,sync_146,sync_1019,sync_161,sync_896,sync_92,sync_164,sync_95,sync_138,sync_645,sync_147,add_2,del_770",1,"[{0, 1, 3, 13}, {0, 1, 15}, {0, 1, 3, 14}, {0, 13}, {0, 15}]","[{0, 14, 15}, {0, 1, 3, 13}, {0, 15}, {0, 1, 8, 14}, {0, 1, 12}]",0.916,174.377,0.435,1.527,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
16,"(None, 10, 0)",good,"712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,164,95,138,645,147,770","712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,164,95,138,645,1617,770","sync_712,sync_49,sync_386,sync_6,sync_190,sync_749,sync_215,sync_151,sync_63,sync_216,sync_1155,sync_65,sync_1114,sync_187,sync_79,sync_349,sync_644,sync_647,sync_714,sync_241,sync_1146,sync_278,sync_59,sync_75,sync_1004,sync_857,sync_756,sync_1229,sync_1020,sync_61,sync_587,sync_434,sync_529,sync_118,sync_121,sync_3613,sync_591,sync_606,sync_620,sync_146,sync_1019,sync_161,sync_896,sync_92,sync_164,sync_95,sync_138,sync_645,add_1617,del_147,sync_770",1,"[{0, 1, 3, 13}, {0, 1, 15}, {0, 1, 3, 14}, {0, 13}, {0, 15}]","[{16, 3, 13}, {3, 13}, {13, 7}, {3, 13}, {16, 13, 7}]",0.591,174.377,38.573,1.412,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
16,"(None, 1, 5)",bad,"712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,164,95,138,645,147,770","712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,1518,95,138,645,147,770","sync_712,sync_49,sync_386,sync_6,sync_190,sync_749,sync_215,sync_151,sync_63,sync_216,sync_1155,sync_65,sync_1114,sync_187,sync_79,sync_349,sync_644,sync_647,sync_714,sync_241,sync_1146,sync_278,sync_59,sync_75,sync_1004,sync_857,sync_756,sync_1229,sync_1020,sync_61,sync_587,sync_434,sync_529,sync_118,sync_121,sync_3613,sync_591,sync_606,sync_620,sync_146,sync_1019,sync_161,sync_896,sync_92,add_1518,del_164,sync_95,sync_138,sync_645,sync_147,sync_770",1,"[{0, 1, 3, 13}, {0, 1, 15}, {0, 1, 3, 14}, {0, 13}, {0, 15}]","[{0, 1, 3, 13}, {3, 13}, {0, 13}, {16, 3, 13}, {0, 1, 15}]",0.885,174.377,1.692,1.257,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
16,"(None, 5, 5)",bad,"712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,164,95,138,645,147,770","712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1518,1019,161,896,92,95,138,645,147,770","sync_712,sync_49,sync_386,sync_6,sync_190,sync_749,sync_215,sync_151,sync_63,sync_216,sync_1155,sync_65,sync_1114,sync_187,sync_79,sync_349,sync_644,sync_647,sync_714,sync_241,sync_1146,sync_278,sync_59,sync_75,sync_1004,sync_857,sync_756,sync_1229,sync_1020,sync_61,sync_587,sync_434,sync_529,sync_118,sync_121,sync_3613,sync_591,sync_606,sync_620,sync_146,add_1518,sync_1019,sync_161,sync_896,sync_92,del_164,sync_95,sync_138,sync_645,sync_147,sync_770",2,"[{0, 1, 3, 13}, {0, 1, 15}, {0, 1, 3, 14}, {0, 13}, {0, 15}]","[{0, 1, 3, 13}, {0, 1, 15}, {0, 13}, {0, 15}, {0, 1, 3, 14}]",0.922,174.377,44.756,1.405,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
16,"(None, 10, 5)",bad,"712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,164,95,138,645,147,770","712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,1518,3613,591,606,620,146,1019,161,896,92,95,138,645,147,770","sync_712,sync_49,sync_386,sync_6,sync_190,sync_749,sync_215,sync_151,sync_63,sync_216,sync_1155,sync_65,sync_1114,sync_187,sync_79,sync_349,sync_644,sync_647,sync_714,sync_241,sync_1146,sync_278,sync_59,sync_75,sync_1004,sync_857,sync_756,sync_1229,sync_1020,sync_61,sync_587,sync_434,sync_529,sync_118,sync_121,add_1518,sync_3613,sync_591,sync_606,sync_620,sync_146,sync_1019,sync_161,sync_896,sync_92,del_164,sync_95,sync_138,sync_645,sync_147,sync_770",2,"[{0, 1, 3, 13}, {0, 1, 15}, {0, 1, 3, 14}, {0, 13}, {0, 15}]","[{0, 1, 3, 13}, {0, 1, 15}, {0, 15}, {0, 13}, {0, 1, 3, 14}]",0.923,174.377,84.544,1.403,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
17,"(None, 1, 0)",bad,"155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,1688,912,1108,2963,2449,1968,1225,889,732,920","155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,1688,912,1108,2963,2449,1968,1225,889,732,1","sync_155,sync_556,sync_1940,sync_74,sync_1716,sync_1089,sync_2655,sync_1844,sync_1251,sync_1104,sync_2320,sync_2176,sync_1073,sync_1343,sync_1103,sync_2294,sync_1064,sync_1079,sync_1727,sync_930,sync_879,sync_1656,sync_2174,sync_2641,sync_1351,sync_1030,sync_2295,sync_2200,sync_1095,sync_1049,sync_245,sync_260,sync_2781,sync_256,sync_983,sync_58,sync_243,sync_60,sync_337,sync_922,sync_1688,sync_912,sync_1108,sync_2963,sync_2449,sync_1968,sync_1225,sync_889,sync_732,add_1,del_920",1,"[{0, 1, 5}, {10, 5, 15}, {0, 1, 3, 5}, {5, 15}, {5, 7}]","[{7}, {0, 5, 7}, {7}, {5, 7}, {5, 7}]",0.711,184.311,0.465,1.763,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
17,"(None, 10, 0)",bad,"155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,1688,912,1108,2963,2449,1968,1225,889,732,920","155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,1688,912,1108,2963,2449,1968,1225,889,246,920","sync_155,sync_556,sync_1940,sync_74,sync_1716,sync_1089,sync_2655,sync_1844,sync_1251,sync_1104,sync_2320,sync_2176,sync_1073,sync_1343,sync_1103,sync_2294,sync_1064,sync_1079,sync_1727,sync_930,sync_879,sync_1656,sync_2174,sync_2641,sync_1351,sync_1030,sync_2295,sync_2200,sync_1095,sync_1049,sync_245,sync_260,sync_2781,sync_256,sync_983,sync_58,sync_243,sync_60,sync_337,sync_922,sync_1688,sync_912,sync_1108,sync_2963,sync_2449,sync_1968,sync_1225,sync_889,add_246,del_732,sync_920",1,"[{0, 1, 5}, {10, 5, 15}, {0, 1, 3, 5}, {5, 15}, {5, 7}]","[{5, 15}, {5}, {5, 15}, {9, 5, 15}, {3, 5}]",0.953,184.311,37.719,1.547,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
17,"(None, 1, 5)",bad,"155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,1688,912,1108,2963,2449,1968,1225,889,732,920","155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,1688,912,1108,2963,47,1968,1225,889,732,920","sync_155,sync_556,sync_1940,sync_74,sync_1716,sync_1089,sync_2655,sync_1844,sync_1251,sync_1104,sync_2320,sync_2176,sync_1073,sync_1343,sync_1103,sync_2294,sync_1064,sync_1079,sync_1727,sync_930,sync_879,sync_1656,sync_2174,sync_2641,sync_1351,sync_1030,sync_2295,sync_2200,sync_1095,sync_1049,sync_245,sync_260,sync_2781,sync_256,sync_983,sync_58,sync_243,sync_60,sync_337,sync_922,sync_1688,sync_912,sync_1108,sync_2963,add_47,del_2449,sync_1968,sync_1225,sync_889,sync_732,sync_920",1,"[{0, 1, 5}, {10, 5, 15}, {0, 1, 3, 5}, {5, 15}, {5, 7}]","[{0, 1, 5}, {10, 5, 15}, {0, 1, 3, 5}, {10, 12, 5, 15}, {15, 5, 7}]",0.875,184.311,1.391,1.424,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
17,"(None, 5, 5)",bad,"155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,1688,912,1108,2963,2449,1968,1225,889,732,920","155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,47,1688,912,1108,2963,1968,1225,889,732,920","sync_155,sync_556,sync_1940,sync_74,sync_1716,sync_1089,sync_2655,sync_1844,sync_1251,sync_1104,sync_2320,sync_2176,sync_1073,sync_1343,sync_1103,sync_2294,sync_1064,sync_1079,sync_1727,sync_930,sync_879,sync_1656,sync_2174,sync_2641,sync_1351,sync_1030,sync_2295,sync_2200,sync_1095,sync_1049,sync_245,sync_260,sync_2781,sync_256,sync_983,sync_58,sync_243,sync_60,sync_337,sync_922,add_47,sync_1688,sync_912,sync_1108,sync_2963,del_2449,sync_1968,sync_1225,sync_889,sync_732,sync_920",2,"[{0, 1, 5}, {10, 5, 15}, {0, 1, 3, 5}, {5, 15}, {5, 7}]","[{0, 1, 5}, {10, 5, 15}, {0, 1, 3, 5}, {10, 12, 5, 15}, {15, 5, 7}]",0.875,184.311,45.372,1.608,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
17,"(None, 10, 5)",bad,"155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,1688,912,1108,2963,2449,1968,1225,889,732,920","155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,47,58,243,60,337,922,1688,912,1108,2963,1968,1225,889,732,920","sync_155,sync_556,sync_1940,sync_74,sync_1716,sync_1089,sync_2655,sync_1844,sync_1251,sync_1104,sync_2320,sync_2176,sync_1073,sync_1343,sync_1103,sync_2294,sync_1064,sync_1079,sync_1727,sync_930,sync_879,sync_1656,sync_2174,sync_2641,sync_1351,sync_1030,sync_2295,sync_2200,sync_1095,sync_1049,sync_245,sync_260,sync_2781,sync_256,sync_983,add_47,sync_58,sync_243,sync_60,sync_337,sync_922,sync_1688,sync_912,sync_1108,sync_2963,del_2449,sync_1968,sync_1225,sync_889,sync_732,sync_920",2,"[{0, 1, 5}, {10, 5, 15}, {0, 1, 3, 5}, {5, 15}, {5, 7}]","[{0, 1, 5}, {10, 5, 15}, {0, 1, 3, 5}, {10, 12, 5, 15}, {15, 5, 7}]",0.875,184.311,85.796,1.5,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
18,"(None, 1, 0)",bad,"1427,65,1139,2511,1186,796,245,52,51,49,41,93,337,14,16,58,42,715,756,1229,218,1116,85,23,187,178,274,211,20,184,1211,1332,1650,1235,53,429,548,731,1299,626,206,219,702,45,125,133,114","1427,65,1139,2511,1186,796,245,52,51,49,41,93,337,14,16,58,42,715,756,1229,218,1116,85,23,187,178,274,211,20,184,1211,1332,1650,1235,53,429,548,731,1299,626,206,219,702,45,125,133,635,-1,-1,-1","sync_1427,sync_65,sync_1139,sync_2511,sync_1186,sync_796,sync_245,sync_52,sync_51,sync_49,sync_41,sync_93,sync_337,sync_14,sync_16,sync_58,sync_42,sync_715,sync_756,sync_1229,sync_218,sync_1116,sync_85,sync_23,sync_187,sync_178,sync_274,sync_211,sync_20,sync_184,sync_1211,sync_1332,sync_1650,sync_1235,sync_53,sync_429,sync_548,sync_731,sync_1299,sync_626,sync_206,sync_219,sync_702,sync_45,sync_125,sync_133,add_635,del_114",1,"[{0, 14, 15}, {0, 14, 15}, {0, 14, 15}, {0, 1, 13, 14, 16}, {0, 1, 7, 14, 16}]","[{8, 3, 14, 7}, {0, 1, 7, 14, 16}, {0, 1}, {0, 15}, {0, 1}]",0.86,170.293,5.469,1.805,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
18,"(None, 10, 0)",bad,"1427,65,1139,2511,1186,796,245,52,51,49,41,93,337,14,16,58,42,715,756,1229,218,1116,85,23,187,178,274,211,20,184,1211,1332,1650,1235,53,429,548,731,1299,626,206,219,702,45,125,133,114","1427,65,1139,2511,1186,796,245,52,51,49,41,93,337,14,16,58,42,715,756,1229,218,1116,85,23,187,178,274,211,20,184,1211,1332,1650,1235,53,429,548,731,1299,626,206,219,702,45,125,133,635,-1,-1,-1","sync_1427,sync_65,sync_1139,sync_2511,sync_1186,sync_796,sync_245,sync_52,sync_51,sync_49,sync_41,sync_93,sync_337,sync_14,sync_16,sync_58,sync_42,sync_715,sync_756,sync_1229,sync_218,sync_1116,sync_85,sync_23,sync_187,sync_178,sync_274,sync_211,sync_20,sync_184,sync_1211,sync_1332,sync_1650,sync_1235,sync_53,sync_429,sync_548,sync_731,sync_1299,sync_626,sync_206,sync_219,sync_702,sync_45,sync_125,sync_133,add_635,del_114",1,"[{0, 14, 15}, {0, 14, 15}, {0, 14, 15}, {0, 1, 13, 14, 16}, {0, 1, 7, 14, 16}]","[{8, 3, 14, 7}, {0, 1, 7, 14, 16}, {0, 1}, {0, 15}, {0, 1}]",0.86,170.293,50.721,1.609,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
